procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1270820  8624 1392508   0    0   256    44 24730 51147 9 13 78 0  0  0
 0  0      0 1253772  8624 1392992   0    0     0    28 24059 49670 8 12 80 0  0  0
 0  0      0 1236756  8632 1393192   0    0     0    48 24310 50360 9 15 76 0  0  0
 3  0      0 1219476  8632 1393768   0    0     0    16 24802 52667 9 16 75 0  0  0
 7  0      0 1200448  8632 1394212   0    0     0    24 24590 50879 8 13 78 0  0  0
 0  0      0 1177944  8632 1394400   0    0     0    32 28933 60208 12 17 71 0 0  0
 3  0      0 1162700  8640 1395340   0    0     0    72 27591 58073 10 14 75 0 0  0
 3  0      0 1157688  8640 1395612   0    0     0    56 27209 56385 9 15 75 0  0  0
 1  0      0 1156932  8648 1396132   0    0     0    52 25243 53092 9 13 78 0  0  0
 0  0      0 1156188  8648 1396356   0    0    48     0 24611 51480 7 13 80 0  0  0
 3  0      0 1153964  8648 1397112   0    0     0    68 24325 50190 8 13 79 0  0  0
 2  0      0 1152968  8648 1397336   0    0     0     4 27531 58207 8 13 78 0  0  0
 0  0      0 1152716  8648 1397876   0    0     4    48 25725 54030 8 12 80 0  0  0
 0  0      0 1152212  8656 1398120   0    0     0    20 27443 57339 9 14 77 0  0  0
 0  0      0 1151960  8664 1398664   0    0     0   340 26366 54822 9 13 78 0  0  0
 3  0      0 1149720  8744 1398912   0    0    72   124 29778 62245 10 15 74 0 0  0
 0  0      0 1148740  8744 1399348   0    0     0    24 23849 49324 7 11 82 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 1147480  8744 1399712   0    0     0     0 28327 59599 8 14 78 0  0  0
 0  0      0 1144484  8744 1400020   0    0     0    24 26967 56099 9 13 78 0  0  0
 6  0      0 1143236  8744 1400588   0    0     0     0 24675 50713 7 12 81 0  0  0
 2  0      0 1140968  8764 1401108   0    0     0   196 25012 51341 8 13 79 0  0  0
 1  0      0 1140240  8764 1401172   0    0     0     8 25602 53605 9 12 79 0  0  0
 6  0      0 1139484  8772 1401772   0    0     0   108 23815 48665 8 12 80 0  0  0
 8  0      0 1138476  8772 1401876   0    0     0     0 26762 55479 8 13 79 0  0  0
 1  0      0 1137216  8780 1402484   0    0     0    48 25866 53199 7 11 81 0  0  0
 2  0      0 1132176  8780 1402800   0    0    72    32 27473 56619 10 16 75 0 0  0
 3  0      0 1131168  8780 1403428   0    0     0    24 28153 59033 9 13 78 0  0  0
 6  0      0 1130160  8780 1403624   0    0     0     0 26585 55168 9 14 77 0  0  0
 5  0      0 1128928  8780 1404136   0    0     0    28 26104 54606 8 13 79 0  0  0
 2  0      0 1122664  8792 1404872   0    0     0 11556 25924 53525 9 14 77 0  0  0
 2  0      0 1115608  8800 1405728   0    0   100    68 27931 59296 9 14 77 0  0  0
 9  0      0 1115104  8800 1405848   0    0     0     0 26811 56166 9 14 77 0  0  0
 0  0      0 1114880  8800 1406504   0    0     0    48 25334 53363 8 13 80 0  0  0
 0  0      0 1114880  8800 1406908   0    0     0     0 27843 58494 9 15 76 0  0  0
 5  0      0 1114880  8800 1407256   0    0     0    28 26574 55808 9 13 78 0  0  0
 2  0      0 1111112  8808 1407540   0    0     0    64 24764 51986 9 14 77 0  0  0
 4  0      0 1110608  8816 1408024   0    0     0    68 27555 58687 10 15 75 0 0  0
 5  0      0 1110356  8824 1408560   0    0     0    80 29383 63030 10 15 75 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1108620  8824 1408928   0    0     0    24 27340 57977 9 14 77 0  0  0
 0  0      0 1107612  8824 1409384   0    0     0    12 26058 54595 8 15 77 0  0  0
 0  0      0 1104588  8824 1409884   0    0    40    44 29854 62206 9 15 76 0  0  0
 1  0      0 1104084  8824 1410252   0    0     0    24 28243 58866 9 14 77 0  0  0
 1  0      0 1104084  8840 1410816   0    0     0   108 25776 53416 8 12 80 0  0  0
 0  0      0 1103580  8840 1411072   0    0     0     0 25986 53983 8 14 78 0  0  0
 7  0      0 1102572  8840 1411612   0    0     0    24 26447 55296 9 14 77 0  0  0
 5  0      0 1100304  8840 1411916   0    0   128    32 27093 55856 10 14 76 0 0  0
 5  0      0 1100052  8840 1412536   0    0     0    24 27545 58588 8 14 77 0  0  0
 5  0      0 1100052  8848 1412828   0    0    64    36 25289 52510 9 14 77 0  0  0
 1  0      0 1099548  8856 1413416   0    0     0    28 27430 57950 9 13 79 0  0  0
 4  0      0 1099324  8856 1413680   0    0     0   160 27826 58966 9 14 77 0  0  0
 1  0      0 1097812  8856 1414008   0    0     0    20 26196 54558 8 13 79 0  0  0
 2  0      0 1097812  8864 1414508   0    0     0    88 27808 57568 8 13 79 0  0  0
 7  0      0 1097812  8872 1415028   0    0     0   116 29150 61656 9 15 76 0  0  0
 2  0      0 1097560  8872 1415144   0    0     0    24 25667 53877 8 12 79 0  0  0
 1  0      0 1097308  8872 1415832   0    0     0    24 26010 54128 9 14 77 0  0  0
 6  0      0 1094536  8872 1416044   0    0     0    32 27038 56548 9 14 77 0  0  0
 1  0      0 1094536  8872 1416496   0    0     0    24 27168 56352 9 14 77 0  0  0
 1  0      0 1094284  8880 1416828   0    0     0    32 24942 51827 8 13 78 0  0  0
 2  0      0 1093080  8880 1417220   0    0    32    28 25780 52928 9 14 77 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 1092828  8880 1417640   0    0   128     0 27047 56698 9 13 77 0  0  0
 4  0      0 1090812  8892 1418120   0    0     0 12112 26071 54851 8 14 78 0  0  0
 2  0      0 1090588  8892 1418428   0    0     0    24 27895 57724 9 13 78 0  0  0
 1  0      0 1090336  8892 1418872   0    0     0     8 25331 52418 8 14 78 0  0  0
 0  0      0 1090336  8892 1419260   0    0     0    20 25209 52734 8 11 81 0  0  0
 0  0      0 1090336  8892 1419628   0    0    12     4 24833 51205 8 13 80 0  0  0
 5  0      0 1089328  8900 1419928   0    0     0   100 26332 55197 9 14 77 0  0  0
 0  0      0 1089076  8900 1420420   0    0     0    12 28344 60249 11 17 73 0 0  0
 1  0      0 1088348  8908 1420856   0    0     0    80 26097 54496 9 13 78 0  0  0
 8  0      0 1087592  8908 1421160   0    0     0     4 26066 54815 9 14 77 0  0  0
 1  0      0 1087116  8908 1421580   0    0     0    20 25470 53282 9 13 78 0  0  0
 0  0      0 1084848  8916 1421932   0    0     0    44 27681 58236 9 15 75 0  0  0
 2  0      0 1084596  8916 1422436   0    0     0    28 23662 49141 8 14 78 0  0  0
 5  0      0 1084344  8916 1422808   0    0     0    20 26456 55053 9 13 78 0  0  0
 0  0      0 1083588  8916 1423180   0    0     0    52 25740 53261 8 14 78 0  0  0
 0  0      0 1082076  8916 1423388   0    0     0    24 25898 53582 8 12 80 0  0  0
 1  0      0 1079304  8924 1423916   0    0     0   100 29656 62107 10 16 74 0 0  0
 4  0      0 1078548  8924 1424312   0    0     0     0 24565 53080 8 13 78 0  0  0
 0  0      0 1077792  8924 1424600   0    0    40    28 25493 53957 8 13 79 0  0  0
 0  0      0 1076028  8924 1425240   0    0     0     0 26732 56087 11 14 75 0 0  0
 3  0      0 1075524  8924 1425312   0    0     0    24 25903 53641 8 13 79 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 1073032  8932 1425928   0    0     0    68 26051 53487 9 14 77 0  0  0
 1  0      0 1073032  8940 1426120   0    0    12    60 26556 53753 9 13 78 0  0  0
 2  0      0 1073032  8948 1426744   0    0     0    80 27725 56584 10 15 75 0 0  0
 1  0      0 1072780  8948 1426848   0    0     0    52 28216 60166 10 14 76 0 0  0
 6  0      0 1072780  8948 1427652   0    0    12     0 27756 57899 9 14 77 0  0  0
 0  0      0 1070512  8956 1427932   0    0   128   120 27252 56451 10 15 75 0 0  0
 5  0      0 1070008  8956 1428512   0    0     0     0 28901 60510 9 15 75 0  0  0
 0  0      0 1070008  8956 1428744   0    0     0    28 24511 50037 7 12 81 0  0  0
 9  0      0 1069004  8956 1429456   0    0   204     0 27901 58729 10 16 73 0 0  0
16  0      0 1068752  8956 1429812   0    0     0    24 25673 52807 10 12 79 0 0  0
 0  0      0 1064468  8964 1430132   0    0     0 11584 25977 53725 9 16 75 0  0  0
 0  0      0 1063460  8964 1430712   0    0     0    24 26679 55457 11 17 72 0 0  0
 0  0      0 1062956  8976 1431016   0    0     0    64 26947 55799 9 14 77 0  0  0
 0  0      0 1062956  8976 1431352   0    0     0    52 25754 53027 8 13 79 0  0  0
 0  0      0 1062452  8976 1431772   0    0     0     0 26095 54728 10 14 77 0 0  0
 0  0      0 1059680  8976 1432120   0    0     0    56 26812 56492 9 16 74 0  0  0
 6  0      0 1059428  8984 1432684   0    0     0    48 27945 58785 9 14 77 0  0  0
 2  0      0 1059428  8992 1433140   0    0     0    88 28324 60071 8 14 78 0  0  0
 0  0      0 1058672  8992 1433420   0    0     0     0 28283 59237 9 14 77 0  0  0
 5  0      0 1058672  8992 1434088   0    0    84    24 26067 54782 9 13 78 0  0  0
 0  0      0 1057664  8992 1434492   0    0     0    16 25629 53452 7 13 80 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 1057664  8992 1434576   0    0     0    36 27805 57971 8 13 78 0  0  0
 0  0      0 1057160  9000 1435364   0    0     0    60 28396 61023 9 15 76 0  0  0
 1  0      0 1057160  9008 1435428   0    0     0    48 26051 54038 8 13 79 0  0  0
 8  0      0 1057160  9008 1436100   0    0     0    56 28364 58729 9 13 79 0  0  0
13  0      0 1055900  9016 1436268   0    0     0    84 27488 57551 10 14 76 0 0  0
 0  0      0 1055396  9016 1436804   0    0     0     0 28043 58910 8 16 76 0  0  0
 0  0      0 1055396  9016 1437176   0    0     0    24 24962 51345 8 12 80 0  0  0
 0  0      0 1055396  9016 1437552   0    0     0     0 23693 48679 7 12 81 0  0  0
10  0      0 1054892  9016 1437804   0    0     0    28 28086 59761 10 14 76 0 0  0
 2  0      0 1054640  9024 1438404   0    0     0    48 27562 56963 8 14 78 0  0  0
 5  0      0 1054640  9032 1438652   0    0     8    64 26048 53950 9 13 79 0  0  0
 0  0      0 1054640  9040 1439352   0    0     0    60 26511 55306 9 14 77 0  0  0
 5  0      0 1054388  9040 1439564   0    0     0    52 28084 59834 9 15 76 0  0  0
 0  0      0 1054136  9040 1439960   0    0     0    24 26876 56135 8 14 78 0  0  0
 1  0      0 1054136  9048 1440452   0    0     0    60 28334 59328 10 16 75 0 0  0
10  0      0 1053672  9048 1440868   0    0    64    12 25548 52998 9 13 78 0  0  0
 0  0      0 1053672  9048 1441180   0    0     0    28 25078 51784 8 13 78 0  0  0
 4  0      0 1053672  9048 1441700   0    0     0     0 27212 56962 9 15 76 0  0  0
 9  0      0 1053448  9048 1442032   0    0     0    24 26334 54369 9 13 78 0  0  0
 2  0      0 1052440  9056 1442428   0    0     0    64 24349 50076 8 13 79 0  0  0
 2  0      0 1051432  9056 1443016   0    0     0 12100 27776 59149 9 15 75 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 1051432  9056 1443232   0    0     0     0 25425 53215 8 11 81 0  0  0
 1  0      0 1051180  9068 1443808   0    0     4    88 26872 57662 9 14 78 0  0  0
 3  0      0 1051180  9068 1444088   0    0     0    28 26230 55115 9 13 78 0  0  0
 1  0      0 1050424  9068 1444600   0    0     0    56 29450 62889 11 16 74 0 0  0
 5  0      0 1049220  9076 1444912   0    0     0    48 26130 55836 9 14 77 0  0  0
 0  0      0 1048212  9084 1447796   0    0  2168   496 25813 54180 8 14 77 1  0  0
 0  0      0 1047708  9084 1448060   0    0     0     0 28354 60034 10 15 76 0 0  0
 2  0      0 1047708  9084 1448592   0    0     0    24 26109 54443 8 13 79 0  0  0
 0  0      0 1046952  9084 1449056   0    0     0    16 25223 53577 8 13 78 0  0  0
 7  0      0 1046448  9084 1449476   0    0     0    36 26244 56042 8 13 79 0  0  0
 1  0      0 1046196  9092 1449828   0    0     0    40 25574 53858 8 14 78 0  0  0
 0  0      0 1045944  9100 1450124   0    0     0    76 24753 50926 9 11 80 0  0  0
11  0      0 1045692  9100 1450588   0    0     0    24 25558 53565 9 13 78 0  0  0
 3  0      0 1044432  9100 1451044   0    0     0    36 27858 59386 9 13 78 0  0  0
 8  0      0 1043928  9100 1451376   0    0     0     0 27512 58502 9 15 76 0  0  0
 4  0      0 1043928  9100 1451816   0    0     0    28 27631 57199 10 15 75 0 0  0
 3  0      0 1042164  9108 1452096   0    0     0    36 25615 53207 11 17 72 0 0  0
 6  0      0 1040148  9116 1452736   0    0     0    48 28142 59089 11 16 73 0 0  0
 3  0      0 1038888  9116 1452972   0    0     0    16 24711 51624 9 13 78 0  0  0
 3  0      0 1038636  9116 1453336   0    0     0    32 26967 56511 9 13 78 0  0  0
 1  0      0 1038384  9124 1453804   0    0     0    60 26388 55725 9 13 78 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1038132  9124 1454220   0    0     0    52 28239 59848 8 15 77 0  0  0
 2  0      0 1037880  9132 1454632   0    0     0    48 25194 52795 8 12 80 0  0  0
 1  0      0 1037880  9132 1455072   0    0     0    56 27085 55993 10 15 76 0 0  0
 1  0      0 1037376  9132 1455324   0    0     0     0 28889 60976 10 14 76 0 0  0
 0  0      0 1036676  9132 1456012   0    0     0  4168 25967 55046 8 14 77 0  0  0
 0  0      0 1036424  9132 1456136   0    0     0     0 23809 49407 9 13 78 0  0  0
 0  0      0 1036172  9140 1456604   0    0     0    96 27841 58501 9 14 77 0  0  0
 0  0      0 1034156  9140 1456992   0    0     0    16 27122 58024 10 14 76 0 0  0
 0  0      0 1034156  9148 1457416   0    0     0    48 26015 55328 9 13 77 0  0  0
 2  0      0 1034156  9152 1457752   0    0     0  8024 24609 51343 8 14 78 0  0  0
 0  0      0 1034156  9152 1458032   0    0     0    24 26268 55152 9 15 76 0  0  0
 5  0      0 1034156  9152 1458632   0    0     0    24 27630 57955 9 13 77 0  0  0
 0  0      0 1033904  9164 1459032   0    0     0   140 28887 62188 11 15 74 0 0  0
 2  0      0 1033904  9164 1459432   0    0     0     4 27919 57579 10 15 75 0 0  0
 0  0      0 1033176  9164 1459816   0    0     0    52 27115 57683 10 15 75 0 0  0
 0  0      0 1032420  9164 1460476   0    0     0     0 26729 56351 10 13 77 0 0  0
 1  0      0 1032168  9172 1460636   0    0     0    60 24043 50694 8 12 80 0  0  0
 4  0      0 1029396  9172 1461088   0    0     0    16 26387 54910 9 14 77 0  0  0
 2  0      0 1028388  9172 1461468   0    0     0    28 28098 58456 9 14 77 0  0  0
 4  0      0 1028136  9172 1461972   0    0     0     0 27055 57464 8 14 77 0  0  0
 8  0      0 1027884  9172 1462404   0    0     0    24 25611 54014 8 13 79 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1026652  9180 1462784   0    0     0    44 27991 60278 10 13 76 0 0  0
 0  0      0 1024888  9188 1463152   0    0     0   132 27968 58015 8 13 79 0  0  0
 0  0      0 1024888  9188 1463852   0    0     0     0 25856 54227 9 13 77 0  0  0
 1  0      0 1024888  9188 1464036   0    0     0    24 25568 53037 8 13 79 0  0  0
 0  0      0 1024888  9188 1464312   0    0     0     0 25371 53568 8 13 78 0  0  0
 2  0      0 1024888  9188 1464908   0    0     0    24 26621 55750 9 14 77 0  0  0
 0  0      0 1023880  9196 1465368   0    0     0    44 26806 56496 10 15 76 0 0  0
10  0      0 1023880  9196 1465840   0    0     0    24 26501 54728 10 14 76 0 0  0
 0  0      0 1023628  9196 1466012   0    0     0     0 24128 49211 9 14 78 0  0  0
 0  0      0 1023376  9204 1466412   0    0     0    52 25990 55440 10 13 78 0 0  0
 2  0      0 1023376  9204 1467056   0    0     0    28 27198 56859 9 13 78 0  0  0
 3  0      0 1023376  9204 1467212   0    0     0    80 28001 58373 9 13 77 0  0  0
 0  0      0 1023124  9204 1467668   0    0    52     0 27835 59065 10 16 74 0 0  0
 0  0      0 1023124  9212 1468344   0    0     0    72 26311 54608 9 14 78 0  0  0
 1  0      0 1021612  9212 1468612   0    0     0     0 28271 59929 10 16 74 0 0  0
 0  0      0 1021360  9212 1469148   0    0     0    28 27229 57253 9 14 78 0  0  0
 2  0      0 1020352  9212 1469476   0    0     0    16 24336 49929 8 12 80 0  0  0
 1  0      0 1020352  9212 1469892   0    0     0    24 26901 56598 9 14 77 0  0  0
 1  0      0 1020352  9220 1470436   0    0     0 12472 26913 55632 8 13 79 0  0  0
 0  0      0 1020352  9220 1470620   0    0     0    24 24219 49880 8 12 79 0  0  0
 9  0      0 1020100  9220 1470912   0    0     0    24 27168 56787 10 14 76 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 1018088  9232 1471520   0    0     0   140 25563 52960 8 12 80 0  0  0
 6  0      0 1017836  9232 1471668   0    0     0     0 27989 58624 9 15 76 0  0  0
 0  0      0 1017332  9232 1472376   0    0     0    24 27032 56518 9 16 76 0  0  0
 0  0      0 1017332  9232 1472704   0    0    96     0 24011 49528 8 12 80 0  0  0
 0  0      0 1017332  9232 1472964   0    0     0    24 26840 56105 9 15 77 0  0  0
 2  0      0 1015848  9240 1473656   0    0     0    52 27746 58053 10 16 75 0 0  0
 0  0      0 1015848  9248 1473848   0    0     0    48 25931 55608 9 12 79 0  0  0
 0  0      0 1015848  9248 1474328   0    0     0     0 25832 54602 9 13 78 0  0  0
 5  0      0 1015848  9248 1474796   0    0     0    28 25324 52632 8 13 79 0  0  0
 1  0      0 1015848  9248 1475092   0    0     0    24 27173 57328 10 15 75 0 0  0
 0  0      0 1014112  9256 1475592   0    0     0   120 27740 57260 11 16 73 0 0  0
 8  0      0 1014112  9256 1476040   0    0     0     0 25616 53747 10 15 75 0 0  0
 5  0      0 1014112  9256 1476352   0    0     0    28 27879 58833 12 17 71 0 0  0
 1  0      0 1013104  9256 1476960   0    0     0     0 26347 54697 10 16 74 0 0  0
 0  0      0 1012124  9256 1477108   0    0     0    24 24252 49966 7 13 80 0  0  0
 0  0      0 1011116  9264 1477536   0    0     0    40 27600 58961 9 14 77 0  0  0
13  0      0 1010892  9264 1478236   0    0     0    24 28566 60416 9 14 77 0  0  0
 1  0      0 1010652  9264 1478336   0    0     0     0 26257 55406 9 15 76 0  0  0
 0  0      0 1010652  9264 1478924   0    0     0    24 26735 56517 8 13 79 0  0  0
 0  0      0 1010400  9264 1479492   0    0     0     0 26963 56703 8 13 78 0  0  0
 0  0      0 1009392  9272 1479484   0    0     0   136 26039 54762 10 16 74 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0      0 1008888  9272 1480328   0    0     0     0 27181 57793 10 14 75 0 0  0
 0  0      0 1008384  9272 1480328   0    0     0    24 25908 53838 9 14 77 0  0  0
 1  0      0 1008384  9272 1481080   0    0     0  4128 28397 58653 9 15 76 0  0  0
 4  0      0 1008132  9284 1481600   0    0     0   104 25915 54586 9 13 78 0  0  0
 0  0      0 1003848  9284 1481900   0    0   104    16 27483 57008 9 13 78 0  0  0
 1  0      0 1003092  9284 1482404   0    0     0    24 25633 52849 8 13 79 0  0  0
 2  0      0 1002840  9284 1482908   0    0     0     0 27603 58062 8 14 78 0  0  0
 3  0      0 1002588  9284 1483012   0    0     0  8104 29227 62418 9 16 75 0  0  0
 2  0      0 1002336  9296 1483744   0    0     0    40 26802 56330 8 14 78 0  0  0
 6  0      0 1001104  9304 1483816   0    0     0   144 26277 54949 9 13 78 0  0  0
 1  0      0 1000852  9304 1484388   0    0    16     0 26564 55620 10 14 77 0 0  0
 1  0      0 1000600  9304 1484880   0    0     0    24 25862 53583 8 13 80 0  0  0
14  0      0 999844   9304 1485068   0    0     0     0 27261 57821 8 14 78 0  0  0
 5  0      0 999592   9304 1485540   0    0     0    24 25940 53455 8 13 78 0  0  0
 3  0      0 997324   9312 1486132   0    0     0    48 26956 56107 9 14 76 0  0  0
 9  0      0 997072   9312 1486208   0    0     0    24 23526 48627 7 12 81 0  0  0
 0  0      0 997072   9312 1486884   0    0     0     0 27322 57746 10 14 76 0 0  0
 6  0      0 997072   9320 1487304   0    0     0    56 27711 58145 8 14 78 0  0  0
 0  0      0 996568   9320 1487464   0    0     0    32 25435 53495 7 13 80 0  0  0
 4  0      0 995812   9320 1488084   0    0     0    84 27806 58118 10 14 76 0 0  0
 5  0      0 995812   9328 1488140   0    0     0    64 27167 57086 9 13 77 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 995812   9328 1488872   0    0     0    24 27800 57717 8 14 77 0  0  0
 2  0      0 995588   9328 1489316   0    0     0     0 25875 53363 8 14 79 0  0  0
 3  0      0 995588   9328 1489552   0    0     0    24 27097 55865 8 13 79 0  0  0
 3  0      0 995588   9328 1490144   0    0     0    16 27246 56465 9 14 77 0  0  0
11  0      0 995588   9336 1490496   0    0     0    52 25078 52213 8 12 79 0  0  0
 2  0      0 995588   9336 1490680   0    0     0     0 26955 56240 9 13 78 0  0  0
 0  0      0 995364   9336 1491276   0    0     0    28 25277 52237 8 14 79 0  0  0
 2  0      0 995140   9336 1491580   0    0     0  7952 28302 59033 10 15 76 0 0  0
 3  0      0 995140   9356 1492084   0    0     0   184 26474 56187 9 12 79 0  0  0
 0  0      0 995140   9356 1492528   0    0     0    28 26635 55454 8 15 77 0  0  0
 1  0      0 995140   9364 1492792   0    0     0    68 26950 56170 9 13 79 0  0  0
 0  0      0 993908   9364 1493364   0    0     0     0 27762 58230 8 15 77 0  0  0
 8  0      0 1091192  9364 1394416   0    0     0    24 25967 53601 10 14 76 0 0  0
 5  0      0 1090944  9364 1394572   0    0     0    16 27546 58998 10 15 75 0 0  0
 8  0      0 1090692  9364 1395200   0    0     0    24 25476 52997 7 14 79 0  0  0
 0  0      0 1090468  9372 1395452   0    0     0    56 27617 57757 9 15 76 0  0  0
 3  0      0 1090244  9372 1396060   0    0     0    24 25596 54350 8 13 78 0  0  0
 7  0      0 1089992  9372 1396464   0    0     0     0 25375 52940 8 12 80 0  0  0
 0  0      0 1088984  9380 1396488   0    0     0    84 28159 58614 9 15 76 0  0  0
 4  0      0 1087976  9380 1397176   0    0     0    48 25897 53319 8 13 79 0  0  0
 0  0      0 1087976  9380 1397568   0    0     0    24 27472 56364 8 12 79 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1087976  9380 1397780   0    0    48     0 23963 49070 7 12 81 0  0  0
 0  0      0 1087976  9380 1398400   0    0     0    24 27829 58284 9 14 78 0  0  0
 1  0      0 1087220  9388 1398800   0    0     0    40 26775 56307 9 14 77 0  0  0
 7  0      0 1087092  9396 1399188   0    0     0    52 27620 57151 10 16 74 0 0  0
 0  0      0 1086872  9396 1399568   0    0     0     0 27271 56732 8 14 78 0  0  0
 7  0      0 1086620  9396 1399840   0    0     0    24 25375 52712 8 14 79 0  0  0
 3  0      0 1086368  9396 1400316   0    0     0  5868 28161 58633 8 14 77 0  0  0
 0  0      0 1085612  9396 1400676   0    0     0    56 27349 57873 10 12 78 0 0  0
 1  0      0 1085612  9412 1400900   0    0     0   124 27046 57222 8 13 79 0  0  0
 0  0      0 1085108  9412 1401436   0    0     0    24 28244 58611 9 16 75 0  0  0
 6  0      0 1084100  9412 1401904   0    0     0     0 26235 54775 8 14 78 0  0  0
 6  0      0 1083596  9412 1402252   0    0     0    24 24718 51699 8 13 79 0  0  0
 2  0      0 1081832  9412 1402628   0    0     0    16 27434 56457 8 14 78 0  0  0
 0  0      0 1081580  9420 1403096   0    0     0    44 28450 60696 10 15 76 0 0  0
 3  0      0 1081104  9420 1403468   0    0     0     0 26105 54245 8 12 80 0  0  0
 0  0      0 1080600  9420 1403808   0    0     0    28 24757 52242 7 13 80 0  0  0
 1  0      0 1077840  9420 1403956   0    0     0     0 25464 53069 8 12 80 0  0  0
 6  0      0 1075572  9428 1404604   0    0     0    84 30001 62844 10 16 74 0 0  0
 1  0      0 1075068  9428 1405012   0    0     0    24 27990 58699 10 12 78 0 0  0
 0  0      0 1074592  9428 1405440   0    0     0    52 28106 59289 9 14 77 0  0  0
