procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 113932  27052 1417076   0    0     0    56 43250 97720 21 33 46 0 0  0
 0  0      0 111972  27052 1417648   0    0     0     0 43022 96351 19 31 50 0 0  0
 3  0      0 109816  27060 1419036   0    0     0   116 44580 100761 22 34 44 0 0 0
 0  0      0 108416  27060 1419960   0    0     0     0 44648 99740 21 32 48 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 120812  26716 1415168   0    0     0    52 43569 95982 19 29 52 0 0  0
 3  0      0 119452  26716 1416168   0    0     0    16 43348 96198 21 33 47 0 0  0
 1  0      0 118696  26724 1417224   0    0     0    68 42975 97063 20 31 49 0 0  0
12  0      0 117716  26724 1418044   0    0    64    24 43596 96542 20 33 47 0 0  0
13  0      0 116020  26724 1419148   0    0     0    24 44821 100967 19 33 48 0 0 0
 8  0      0 112556  26724 1420444   0    0   436     0 44028 96689 19 33 47 0 0  0
 0  0      0 111264  26724 1421384   0    0     0    60 43635 96263 20 33 46 0 0  0
 0  0      0 110256  26728 1422576   0    0     0    24 44177 97882 23 34 43 0 0  0
 0  0      0 109500  26736 1423280   0    0     0    52 42744 96395 20 31 49 0 0  0
 9  0      0 108016  26736 1424264   0    0     0     0 44163 99597 20 33 48 0 0  0
 3  0      0 123964  26024 1413120   0    0     0    28 47095 103319 20 30 50 0 0 0
 6  0      0 122956  26024 1413892   0    0     4    16 44304 97759 19 32 48 0 0  0
 1  0      0 120760  26064 1414696   0    0    40    24 43934 98823 18 29 54 0 0  0
 6  0      0 120256  26072 1415832   0    0     0   104 47898 105794 21 34 44 0 0 0
 7  0      0 119532  26072 1416692   0    0     0    28 43942 98451 19 30 51 0 0  0
15  0      0 116760  26072 1417824   0    0     0     0 44574 99958 20 32 49 0 0  0
 8  0      0 116536  26084 1418896   0    0    96 29856 41988 91214 19 32 49 0 0  0
 2  0      0 115556  26084 1419660   0    0     0     0 43165 95142 21 37 42 0 0  0
11  0      0 114828  26084 1420956   0    0     0    28 45214 101167 23 35 41 0 0 0
 9  0      0 113372  26084 1421528   0    0     0     0 43768 96470 19 31 50 0 0  0
10  0      0 110684  26084 1422684   0    0     0    24 43775 97030 21 32 48 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 110180  26092 1423780   0    0   140   120 45293 98848 19 35 46 0 0  0
 7  0      0 109480  26092 1424816   0    0     0    24 44096 97615 19 30 51 0 0  0
 1  0      0 108048  26100 1425904   0    0    72    52 43306 95105 23 32 45 0 0  0
 8  0      0 123536  25400 1414084   0    0     0    28 47673 104413 18 32 49 0 0 0
 6  0      0 120252  25400 1414888   0    0     0     0 41776 92556 20 31 48 0 0  0
 2  0      0 119816  25400 1416116   0    0     0   112 43571 96068 20 31 48 0 0  0
 8  0      0 117576  25400 1416860   0    0     0     0 45404 100450 19 30 51 0 0 0
13  0      0 114076  25416 1417860   0    0    16   104 44198 97409 19 31 50 0 0  0
 8  0      0 111612  25416 1419040   0    0     0     0 45817 100759 19 32 49 0 0 0
 8  0      0 122556  24720 1406740   0    0     0    24 43803 98327 18 31 51 0 0  0
 1  0      0 120460  24728 1407892   0    0     0    92 44488 98945 21 35 45 0 0  0
 3  0      0 117720  24728 1408864   0    0     0    24 45191 100018 19 33 48 0 0 0
 0  0      0 115256  24728 1409624   0    0    28    24 44552 100152 18 31 51 0 0 0
 8  0      0 114024  24728 1410860   0    0     0    24 45044 98796 20 30 50 0 0  0
 6  0      0 111376  24728 1411644   0    0     0     0 44124 96437 17 27 56 0 0  0
 9  0      0 111280  24736 1412388   0    0     0   116 44349 97737 18 29 53 0 0  0
 8  0      0 110804  24736 1413748   0    0     0     0 45238 102652 19 34 47 0 0 0
 5  0      0 110340  24744 1414528   0    0    12    52 43615 95978 21 31 48 0 0  0
 9  0      0 109864  24744 1415636   0    0     0     0 44456 98940 19 33 48 0 0  0
14  0      0 108224  24744 1416484   0    0     0    24 46594 103429 19 32 48 0 0 0
12  0      0 124472  24060 1403956   0    0    92    68 45462 99362 20 32 48 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 122492  24068 1405196   0    0    64    72 45199 98489 21 35 44 0 0  0
 6  0      0 121764  24068 1406096   0    0    64    64 43065 94531 20 32 48 0 0  0
 8  0      0 120812  24076 1406760   0    0     0    52 44341 97605 19 34 48 0 0  0
 8  0      0 119580  24076 1408044   0    0     0     0 42927 94008 19 31 50 0 0  0
 6  0      0 118572  24080 1408772   0    0     0 29692 43064 95817 20 34 46 0 0  0
 4  0      0 116612  24080 1410080   0    0     0     0 46130 101887 22 36 42 0 0 0
 8  0      0 115100  24080 1411236   0    0    12    28 44940 101390 22 35 43 0 0 0
 3  0      0 112608  24092 1411884   0    0     0    60 44945 98394 19 32 49 0 0  0
 3  0      0 109108  24092 1413120   0    0     0    24 45198 99606 20 34 47 0 0  0
 4  0      0 201096  23432 1308504   0    0     0    64 44081 97399 18 32 50 0 0  0
 4  0      0 199036  23432 1309252   0    0     0    24 45895 100751 21 36 43 0 0 0
 2  0      0 198028  23432 1310408   0    0     0    24 43177 95920 21 34 45 0 0  0
 0  0      0 197048  23432 1311268   0    0     0    28 44706 100152 20 32 48 0 0 0
 8  0      0 193604  23432 1312520   0    0   216     0 44486 100555 20 32 48 0 0 0
 4  0      0 191868  23448 1313656   0    0     0   144 45094 99960 19 34 47 0 0  0
14  0      0 188600  23448 1314548   0    0     0    32 47917 105913 20 35 45 0 0 0
11  0      0 187932  23448 1315736   0    0    12    36 44404 98159 23 34 43 0 0  0
 1  0      0 184208  23448 1316720   0    0     0    20 44788 99041 20 31 48 0 0  0
 4  0      0 180888  23456 1317848   0    0   244    60 43019 95674 20 35 44 0 0  0
12  0      0 179784  23456 1318888   0    0     0    64 44122 97712 19 31 50 0 0  0
 5  0      0 177796  23456 1319860   0    0     0    72 45922 104045 19 33 48 0 0 0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 175836  23456 1320912   0    0     0    44 45480 101542 21 31 48 0 0 0
14  0      0 174156  23456 1321968   0    0     0     4 44862 99681 19 32 49 0 0  0
 7  0      0 172068  23464 1322848   0    0     0    56 47290 105984 20 31 49 0 0 0
 8  0      0 171460  23472 1323916   0    0     0    56 40184 91376 18 29 53 0 0  0
 0  0      0 169444  23472 1324800   0    0     0    40 38260 86529 16 27 57 0 0  0
 8  0      0 166724  23472 1325620   0    0     0     4 43449 98045 21 31 48 0 0  0
10  0      0 163952  23472 1326808   0    0     8    20 43000 97355 21 29 50 0 0  0
 7  0      0 159524  23472 1327840   0    0   124     0 41132 94002 19 30 50 1 0  0
 7  0      0 158264  23480 1328756   0    0     0    88 41055 93887 20 27 53 0 0  0
10  0      0 157256  23480 1329752   0    0     0    20 42358 97036 19 28 53 0 0  0
 1  0      0 157032  23488 1330484   0    0     0   132 44224 102617 20 30 51 0 0 0
 9  0      0 156120  23488 1331732   0    0     0     0 39966 94158 20 28 52 0 0  0
 0  0      0 155140  23496 1332788   0    0     0    52 42537 97093 19 30 51 0 0  0
 0  0      0 154636  23496 1333768   0    0     0    32 41936 95610 19 29 52 0 0  0
10  0      0 153432  23496 1334760   0    0     0 16464 38400 86662 20 32 48 0 0  0
 7  0      0 152956  23496 1335692   0    0     0     0 36229 81894 25 39 36 0 0  0
 0  0      0 151472  23496 1336600   0    0    64    24 42247 97876 21 28 51 0 0  0
 7  0      0 149008  23504 1337704   0    0     0    64 45024 104825 19 29 52 0 0 0
 0  0      0 148280  23504 1338732   0    0     0    68 45514 104483 20 30 51 0 0 0
 6  0      0 147328  23512 1339740   0    0     0 14168 41237 93689 20 29 51 0 0  0
 5  0      0 146596  23512 1340684   0    0     0    28 40231 94772 19 28 54 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 145140  23512 1341552   0    0     0    24 42694 98696 20 32 49 0 0  0
 5  0      0 143656  23512 1342732   0    0     0    24 41829 94488 21 33 46 0 0  0
 2  0      0 143208  23512 1343716   0    0     0    32 43956 97696 19 30 50 0 0  0
 6  0      0 141500  23520 1344564   0    0     0    60 41733 92767 19 31 51 0 0  0
 8  0      0 140772  23520 1345724   0    0    48    32 43748 98131 20 32 48 0 0  0
14  0      0 140044  23520 1346508   0    0     0    24 40397 89998 18 32 49 0 0  0
 4  0      0 138560  23520 1347580   0    0     0     0 42286 95172 20 31 49 0 0  0
 8  0      0 137580  23528 1348724   0    0     0    84 44479 100554 20 35 45 0 0 0
10  0      0 137116  23528 1349384   0    0     0    28 42133 93824 18 28 54 0 0  0
10  0      0 135660  23528 1350716   0    0    88    24 41158 94912 20 29 51 0 0  0
 9  0      0 134736  23528 1351692   0    0     0    24 42768 97054 21 29 50 0 0  0
 5  0      0 131928  23528 1352684   0    0   120    24 43820 98287 22 31 47 0 0  0
 5  0      0 130760  23536 1354028   0    0   184    84 45969 103147 18 30 52 0 0 0
14  0      0 129304  23536 1354980   0    0     0    28 42296 94195 19 30 51 0 0  0
 0  0      0 128548  23536 1355988   0    0     0     0 42194 95785 19 30 51 0 0  0
 3  0      0 127068  23536 1356940   0    0     0    24 40347 91466 21 32 47 0 0  0
 5  0      0 124764  23536 1357892   0    0   108     0 43767 96936 18 28 54 0 0  0
 0  0      0 123596  23544 1359068   0    0     0    80 44538 99741 21 33 47 0 0  0
 2  0      0 122644  23544 1360156   0    0     0    24 44766 105043 22 32 46 0 0 0
 0  0      0 121440  23552 1361060   0    0     0   116 43048 95947 19 28 53 0 0  0
 0  0      0 120936  23560 1361968   0    0     0    52 41764 94157 17 29 54 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 118948  23560 1363032   0    0     0    24 44936 101111 20 33 47 0 0 0
 4  0      0 115928  23560 1363944   0    0     0    32 44587 102415 19 32 49 0 0 0
 5  0      0 116964  23560 1365036   0    0    76    28 43498 95576 19 31 50 0 0  0
 6  0      0 130720  23560 1366036   0    0     0     0 43654 99347 21 33 46 0 0  0
 5  0      0 129276  23568 1367136   0    0     0    64 45225 101444 21 33 46 0 0 0
10  0      0 126280  23568 1368148   0    0     0     0 43657 98799 20 32 48 0 0  0
 5  0      0 125048  23576 1369016   0    0     0    64 41513 94110 20 33 47 0 0  0
 7  0      0 124824  23576 1370192   0    0     0    24 44310 101510 20 31 49 0 0 0
 4  0      0 124348  23576 1371168   0    0     0 30496 42111 96129 19 28 53 0 0  0
 0  0      0 123592  23576 1372096   0    0     0    28 43367 98052 20 31 48 0 0  0
 9  0      0 120824  23576 1373152   0    0    64    24 41918 93441 24 35 41 0 0  0
 9  0      0 120348  23588 1374060   0    0     0   124 42036 93330 20 31 50 0 0  0
 8  0      0 119116  23596 1375060   0    0     0    52 43280 97319 21 32 47 0 0  0
 0  0      0 118136  23596 1376040   0    0     0    28 40135 92699 18 27 56 0 0  0
 0  0      0 117156  23596 1377044   0    0     0    24 42720 97579 20 31 49 0 0  0
14  0      0 116204  23596 1377960   0    0     0     0 42844 96370 19 30 51 0 0  0
 6  0      0 115504  23596 1378936   0    0     0    40 43839 98963 22 29 49 0 0  0
 0  0      0 114272  23612 1379904   0    0     0    92 43240 99337 20 30 50 0 0  0
11  0      0 112340  23612 1380808   0    0     0    52 43822 98370 19 28 53 0 0  0
 7  0      0 111360  23612 1381832   0    0     0    24 44538 100665 20 32 48 0 0 0
 7  0      0 134824  21424 1362876   0    0     0    60 43317 97044 20 32 48 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 133100  21424 1364148   0    0   188    28 43141 95495 18 30 52 0 0  0
 4  0      0 131644  21424 1365056   0    0     0    24 42271 95066 19 30 51 0 0  0
 4  0      0 130412  21424 1366120   0    0    32     0 43680 96699 22 30 48 0 0  0
10  0      0 128452  21424 1367328   0    0    64    24 46674 105421 22 33 45 0 0 0
 8  0      0 125680  21432 1368120   0    0     0    40 40955 90934 17 27 55 0 0  0
12  0      0 123944  21432 1369128   0    0     0    44 43866 100087 19 31 50 0 0 0
 8  0      0 122716  21432 1369984   0    0     0     0 41152 93446 18 28 54 0 0  0
 5  0      0 121736  21440 1371092   0    0    92   100 44589 99844 20 34 46 0 0  0
 4  0      0 121484  21440 1372012   0    0     0     0 43076 96517 19 28 53 0 0  0
12  0      0 119048  21440 1373068   0    0     0    60 44058 99010 22 30 47 0 0  0
10  0      0 118544  21440 1374076   0    0     0    24 42816 98683 19 31 49 0 0  0
 9  0      0 117368  21440 1375132   0    0     0    24 43977 99716 20 32 48 0 0  0
 2  0      0 115376  21448 1376116   0    0     0    24 42985 98053 21 32 47 0 0  0
 6  0      0 114620  21456 1377192   0    0   112    52 42170 96477 20 32 48 0 0  0
 9  0      0 112884  21456 1378144   0    0     0     0 41636 94126 19 31 50 0 0  0
 1  0      0 111652  21456 1379044   0    0     0    40 40166 89882 18 29 52 0 0  0
 7  0      0 110164  21456 1380092   0    0     0     0 43756 98574 19 32 49 0 0  0
 3  0      0 109408  21456 1380992   0    0     0    52 42847 96902 19 30 50 0 0  0
 1  0      0 131784  20840 1370736   0    0   128 29804 43855 98552 21 35 45 0 0  0
 8  0      0 127564  20848 1371860   0    0   124    84 43798 97492 19 29 52 0 0  0
 4  0      0 126108  20848 1372824   0    0     0    24 43194 98149 19 32 48 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 124888  20848 1373772   0    0     0    28 41952 96969 18 29 53 0 0  0
 0  0      0 123908  20848 1374800   0    0    12     0 41042 92567 18 31 51 0 0  0
 9  0      0 121736  20848 1375804   0    0     0    88 43788 99199 21 34 45 0 0  0
11  0      0 116472  20856 1376900   0    0     0    60 41345 98653 22 34 44 0 0  0
 4  0      0 211492  20856 1280212   0    0    92    40 44456 99602 21 33 46 0 0  0
 2  0      0 211044  20856 1281204   0    0     0     0 44886 102708 19 32 49 0 0 0
 5  0      0 209812  20864 1282144   0    0    32   144 42130 95189 19 30 50 0 0  0
 3  0      0 208604  20864 1283156   0    0    68     0 41401 95645 20 31 49 0 0  0
 0  0      0 207372  20872 1284312   0    0   112    84 42531 95005 18 31 51 0 0  0
 6  0      0 205136  20872 1285264   0    0     0    24 42541 94747 22 33 45 0 0  0
 0  0      0 203944  20872 1286196   0    0     0    52 43202 96451 21 32 47 0 0  0
 9  0      0 202236  20872 1287112   0    0     0     0 44687 97083 18 29 52 0 0  0
 1  0      0 201520  20872 1288152   0    0     0    24 43017 98210 19 30 50 0 0  0
 7  0      0 200540  20880 1289176   0    0    40    32 42848 94998 22 31 47 0 0  0
 3  0      0 199840  20888 1290292   0    0    44    64 41639 95197 25 31 45 0 0  0
 0  0      0 199588  20888 1291128   0    0     0     0 44142 96558 17 30 53 0 0  0
 0  0      0 198608  20888 1292232   0    0     4    52 42465 96634 20 29 51 0 0  0
 6  1      0 197880  20888 1293276   0    0   108     0 43999 99116 19 29 53 0 0  0
 6  0      0 197152  20896 1294208   0    0   112   108 42369 96879 18 28 54 0 0  0
 8  0      0 196676  20896 1295236   0    0    24    24 44388 98982 21 32 47 0 0  0
 0  0      0 195920  20896 1296124   0    0     0    28 44942 102517 19 30 52 0 0 0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 192924  20896 1297168   0    0     0     0 45577 103238 19 30 51 0 0 0
 7  0      0 191244  20896 1298064   0    0     0    24 43042 95806 16 26 58 0 0  0
 9  0      0 188052  20904 1299044   0    0     0    40 41717 93129 17 28 55 0 0  0
 2  0      0 187136  20904 1300000   0    0     0    40 45430 100646 19 30 51 0 0 0
 8  0      0 186184  20904 1300996   0    0     0     0 45871 101875 19 30 51 0 0 0
 3  0      0 185428  20912 1302140   0    0   128   100 45577 100553 18 28 53 0 0 0
 7  0      0 184700  20912 1303164   0    0     0 16464 44433 100858 19 30 51 0 0 0
13  0      0 183188  20912 1304088   0    0     0    36 44996 100617 17 29 54 0 0 0
 4  0      0 181984  20912 1304992   0    0     0    48 43623 96665 17 30 53 0 0  0
10  0      0 181256  20912 1305992   0    0     0    24 41645 94005 19 29 52 0 0  0
15  0      0 180024  20920 1306840   0    0     0    48 43028 95183 18 29 53 0 0  0
 9  0      0 178732  20928 1308104   0    0   112 11600 45130 102228 20 32 47 0 0 0
 4  0      0 176520  20928 1309044   0    0     0     0 46832 103629 17 29 54 0 0 0
 9  0      0 176016  20928 1310144   0    0   128    60 43613 98144 18 30 52 0 0  0
 9  0      0 174532  20928 1311200   0    0    96     0 45080 97640 18 28 54 0 0  0
 8  0      0 172572  20928 1312184   0    0    92    24 44509 99842 18 30 52 0 0  0
 4  0      0 171564  20936 1313244   0    0     0    80 48769 110490 19 29 52 0 0 0
10  0      0 169548  20944 1314292   0    0     0    68 42242 96794 18 29 52 0 0  0
 9  0      0 168820  20944 1315264   0    0     0    48 46745 105051 18 32 50 0 0 0
 4  0      0 166356  20944 1316316   0    0     0    24 44713 102008 18 27 55 0 0 0
12  0      0 165348  20944 1317240   0    0     0     0 44186 95444 18 27 55 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 163892  20944 1318292   0    0   144    24 42900 94962 19 29 52 0 0  0
10  0      0 160364  20952 1319284   0    0     0    40 44101 98049 21 30 49 0 0  0
 7  0      0 158404  20952 1320200   0    0     0    40 44799 99348 18 30 51 0 0  0
 0  0      0 156140  20952 1321236   0    0     0     0 44914 101541 18 30 52 0 0 0
12  0      0 154460  20960 1322260   0    0     0    76 45369 100138 19 32 49 0 0 0
 9  0      0 153480  20960 1323180   0    0     0    28 43269 98029 20 32 48 0 0  0
 4  0      0 152472  20960 1324308   0    0   124    32 43776 97930 17 28 54 0 0  0
11  0      0 150736  20960 1325316   0    0     0    48 46320 103477 18 33 49 0 0 0
 1  0      0 150260  20968 1326328   0    0     0    52 43826 97024 20 32 48 0 0  0
 7  0      0 149280  20968 1327304   0    0     0     0 46167 102084 19 30 52 0 0 0
 8  0      0 147772  20968 1328360   0    0     4    28 46403 102886 21 31 49 0 0 0
 8  0      0 145504  20968 1329468   0    0   108     0 45613 101165 17 28 56 0 0 0
 9  0      0 145028  20968 1330452   0    0     0    40 44317 99584 19 28 53 0 0  0
 7  0      0 144552  20976 1331364   0    0     0    48 46072 101321 19 29 52 0 0 0
12  0      0 143852  20976 1332480   0    0     0    24 44490 98667 20 32 48 0 0  0
 9  0      0 142900  20976 1333564   0    0    48    24 44757 100196 19 30 51 0 0 0
10  0      0 140380  20984 1334420   0    0    16 25360 44197 96607 18 30 52 0 0  0
 8  0      0 139680  20984 1335552   0    0    68    48 44872 101062 18 30 52 0 0 0
 0  0      0 138728  20984 1336500   0    0     0    24 43247 97899 17 29 54 0 0  0
 0  0      0 138000  20984 1337500   0    0     0     0 44600 98714 18 29 53 0 0  0
 3  0      0 136992  20984 1338624   0    0   100    24 46619 105452 20 32 49 0 0 0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 134220  20996 1339572   0    0     0    76 40741 90714 18 28 54 0 0  0
 7  0      0 132988  21004 1340524   0    0     0    68 43300 97515 18 28 53 0 0  0
10  0      0 131980  21004 1341544   0    0     0     0 45170 99222 18 30 52 0 0  0
 2  0      0 131252  21004 1342476   0    0     0    24 39305 88078 22 33 45 0 0  0
 6  0      0 147288  21004 1343404   0    0     0    24 43995 101449 15 27 58 0 0 0
 5  0      0 144480  21004 1344348   0    0     0    56 46065 103349 17 29 54 0 0 0
14  0      0 143564  21020 1345280   0    0     0    96 46253 103881 18 28 54 0 0 0
10  0      0 142332  21020 1346600   0    0   196    24 47523 105203 17 31 53 0 0 0
 4  0      0 157000  21020 1348480   0    0     0     0 45446 101404 17 28 55 0 0 0
 2  0      0 154996  21020 1349744   0    0     0    24 47196 106497 17 29 54 0 0 0
13  0      0 151052  21020 1350864   0    0   180     0 42186 91669 21 32 48 0 0  0
 9  0      0 149624  21028 1351908   0    0     0    88 44672 100457 21 32 47 0 0 0
 8  0      0 148420  21028 1352856   0    0     0     0 40651 89684 21 31 49 0 0  0
 5  0      0 146964  21152 1354560   0    0   784   132 43320 97163 20 32 48 0 0  0
 7  0      0 145452  21160 1355420   0    0     0    60 44029 96293 19 29 53 0 0  0
 3  0      0 144220  21160 1356488   0    0     0    32 45070 100980 20 32 48 0 0 0
 5  0      0 143716  21160 1357404   0    0     0    24 44259 99402 18 29 53 0 0  0
10  0      0 142764  21160 1358468   0    0     0    48 46549 104269 19 30 50 0 0 0
 0  0      0 138480  21160 1359476   0    0     0     0 45144 100726 19 32 50 0 0 0
 5  0      0 137276  21168 1360532   0    0     0    52 43765 98552 20 31 49 0 0  0
 8  0      0 134436  21168 1361376   0    0     0     0 42500 93686 18 28 55 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 133356  21168 1362380   0    0    48    44 45739 101432 20 30 50 0 0 0
10  0      0 132164  21168 1363388   0    0    76     0 43840 96754 18 29 53 0 0  0
 0  0      0 130456  21168 1364568   0    0   160    24 44431 100883 19 29 51 0 0 0
 0  0      0 129952  21176 1365504   0    0     0    72 46692 104040 19 29 52 0 0 0
 0  0      0 127612  21184 1366492   0    0    44    60 44114 96433 17 31 52 0 0  0
