procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
67  6      0  87332   2340 1036476   0    0 627268    0 22952 15415 1 99 0  0  0  0
64  1      0  87700   2340 1036992   0    0 665164    0 23644 13418 1 99 0  0  0  0
59  3      0  87888   2332 1036224   0    0 566940    0 20313 15752 1 98 0  1  0  0
58  5      0  86768   2332 1036352   0    0 614128    0 22798 14084 1 99 0  0  0  0
66  2      0  87324   2332 1037552   0    0 464624   16 17997 13926 1 99 0  0  0  0
62  1      0  89144   2316 1036176   0    0 580624    8 21785 15071 1 99 0  0  0  0
74  5      0  88296   2520 1034172   0    0 525020    0 21966 19536 2 98 0  0  0  0
72  3      0  87308   2332 1034448   0    0 651352   96 23958 16558 1 98 0  2  0  0
80  6      0  91984   2328 1029736   0    0 675932    0 22733 13807 1 99 0  0  0  0
74  4      0  86832   2340 1034488   0    0 621080    4 20566 15600 1 99 0  0  0  0
76  3      0  88748   2360 1030844   0    0 752052    4 22503 14597 2 98 0  0  0  0
76  4      0  88904   2344 1030972   0    0 693016    0 23043 15972 1 99 0  0  0  0
64 16      0  87564   2288 1033044   0    0 547368  228 20057 20780 1 99 0  0  0  0
79 12      0  87508   2292 1030656   0    0 745472    0 22355 16791 1 99 0  0  0  0
78  3      0  88920   2304 1031468   0    0 795568    0 23776 15393 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
72 10      0  88688   2320 1032876   0    0 738572    0 23132 17474 1 99 0  0  0  0
83  2      0  89112   2336 1031268   0    0 830048    4 24296 16515 1 99 0  0  0  0
76  8      0  87376   2344 1032952   0    0 753436    0 24139 15015 1 99 0  0  0  0
91  1      0  89432   2332 1029980   0    0 776100    0 24790 15208 1 99 0  0  0  0
90  1      0  87612   2328 1030696   0    0 680152    0 22598 20438 2 98 0  0  0  0
84  7      0  87212   2328 1031324   0    0 694392    0 22314 18163 1 99 0  0  0  0
85  7      0  87096   2324 1031088   0    0 775168   40 24104 16812 0 99 0  0  0  0
87  6      0  90036   2400 1028472   0    0 646708   80 20960 18874 2 98 0  0  0  0
88  4      0  91204   2400 1028708   0    0 681540    0 21339 13655 1 99 0  0  0  0
92  9      0  91844   2408 1026696   0    0 702564    0 21047 14047 1 99 0  0  0  0
83 11      0  87184   2408 1031316   0    0 693280    0 22737 13686 1 99 0  0  0  0
86 11      0  88156   2404 1029416   0    0 579072    0 21289 16897 1 99 0  0  0  0
89 11      0  88252   2404 1029464   0    0 728164    0 23807 14745 1 99 0  0  0  0
82 14      0  88140   2328 1029496   0    0 695560  236 24183 15040 2 98 0  0  0  0
78 18      0  88796   2328 1028288   0    0 734316    0 23900 15516 1 99 0  0  0  0
95  3      0  88212   2328 1028012   0    0 708404    0 23435 14345 1 99 0  0  0  0
93  4      0  87140   2328 1027752   0    0 677992    0 22231 13897 1 99 0  0  0  0
96  1      0  87880   2328 1028824   0    0 645740    0 21619 14729 1 99 0  0  0  0
80  8      0  88828   2288 1027688   0    0 630996   12 20703 12936 1 100 0 0  0  0
83  4      0  88704   2280 1030200   0    0 733036    0 23254 14036 1 99 0  0  0  0
74 15      0  88096   2312 1029548   0    0 745520    0 23681 14923 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
69 21      0  89120   2340 1030048   0    0 772304    0 24903 16233 1 99 0  0  0  0
80 10      0  87404   2340 1030100   0    0 693024    0 22471 14098 1 99 0  0  0  0
82  7      0  88536   2360 1029144   0    0 727140   44 23284 15503 1 99 0  0  0  0
76 17      0  88648   2356 1027868   0    0 680088    0 23296 13837 1 99 0  0  0  0
87  4      0  88268   2364 1029100   0    0 714156    0 23185 13459 1 99 0  0  0  0
87  6      0  88312   2448 1028556   0    0 720712    0 24007 14698 1 99 0  0  0  0
93  4      0  88088   2376 1029688   0    0 699244    0 22627 16007 1 99 0  0  0  0
90  4      0  87576   2368 1029920   0    0 690096    0 23333 15008 1 99 0  0  0  0
83  7      0  88740   2276 1029064   0    0 735772  116 23300 15855 1 99 0  0  0  0
90  5      0  89480   2324 1027736   0    0 681628    0 22178 13551 1 99 0  0  0  0
91  2      0  88884   2344 1027936   0    0 624204    4 22476 13617 1 99 0  0  0  0
86  4      0  87584   2340 1031112   0    0 555500    0 23254 19259 1 99 0  0  0  0
87  1      0  88448   2336 1028320   0    0 597240    0 22468 14020 1 99 0  0  0  0
87  3      0  87812   2336 1029472   0    0 625264    0 23371 13060 1 99 0  0  0  0
87  5      0  87784   2336 1028576   0    0 538656    0 22335 13248 1 99 0  0  0  0
87  3      0  88120   2332 1027380   0    0 552584   16 22304 12965 1 99 0  0  0  0
86  4      0  87112   2332 1028072   0    0 594336    0 22449 14705 2 98 0  0  0  0
86  4      0  88404   2324 1024520   0    0 550308    0 23188 19800 1 99 0  0  0  0
89  3      0  87900   2408 1027876   0    0 628092    0 24132 17275 1 99 0  0  0  0
88  4      0  89108   2324 1027536   0    0 584892    0 22085 14600 1 99 0  0  0  0
89  3      0  90336   2324 1027616   0    0 722080    0 23294 13909 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
92  2      0  88000   2324 1028680   0    0 607948    0 21904 17806 1 99 0  0  0  0
86  7      0  87976   2324 1028632   0    0 707564    0 23279 14593 1 99 0  0  0  0
78  7      0  88480   2324 1027552   0    0 718924    0 23011 13324 1 99 0  0  0  0
86  5      0  88936   2272 1028888   0    0 726884    8 24250 15053 1 99 0  0  0  0
87  5      0  88240   2332 1029376   0    0 720608    0 24949 15812 2 98 0  0  0  0
87  7      0  87656   2332 1029260   0    0 717204    0 25041 14070 1 100 0 0  0  0
86  7      0  86756   2332 1029112   0    0 689676    0 24304 14504 1 99 0  0  0  0
62 31      0  87080   2332 1028692   0    0 702956    0 23788 14204 1 99 0  0  0  0
90  2      0  87448   2324 1028872   0    0 628544   24 20348 13641 1 99 0  0  0  0
73 21      0  86656   2348 1028316   0    0 688336    4 23996 17590 2 99 0  0  0  0
87  8      0  88088   2344 1026956   0    0 662056    0 23626 13881 1 99 0  0  0  0
85  8      0  87048   2332 1027804   0    0 650016    0 23531 15071 1 99 0  0  0  0
89  5      0  88192   2332 1026184   0    0 622940    0 21566 13793 1 99 0  0  0  0
88  7      0  87784   2320 1023916   0    0 526724    0 21611 23163 1 99 0  0  0  0
87  6      0  88676   2320 1024160   0    0 521668    0 22672 27873 0 100 0 0  0  0
88  5      0  87484   2320 1023964   0    0 511892   16 21660 28423 1 100 0 0  0  0
88  5      0  87748   2320 1024496   0    0 537428    0 21810 23937 1 100 0 0  0  0
86  9      0  88840   2320 1024996   0    0 577676    0 21400 21307 1 100 0 0  0  0
82  9      0  89516   2320 1024576   0    0 501968    0 19990 21741 1 99 0  0  0  0
83  3      0  87988   2308 1024652   0    0 625304    0 22142 17960 1 99 0  0  0  0
86  4      0  88412   2308 1026080   0    0 561236    0 22687 25943 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
86  6      0  88128   2308 1024964   0    0 538612    0 21677 23252 0 99 0  0  0  0
87  6      0  88328   2308 1026304   0    0 557572    0 21535 20549 1 99 0  0  0  0
90  3      0  88328   2308 1025264   0    0 643232    0 22964 16957 1 99 0  0  0  0
86  2      0  87620   2308 1027020   0    0 553192    0 21617 22591 1 99 0  0  0  0
90  3      0  87148   2308 1026000   0    0 569088    0 22395 23812 1 99 0  0  0  0
79 14      0  88436   2308 1024920   0    0 656840    0 22784 16297 1 99 0  0  0  0
92  3      0  87672   2308 1026800   0    0 646332    0 23082 16430 1 99 0  0  0  0
90  5      0  87868   2308 1025768   0    0 532248    0 22200 26121 0 99 0  0  0  0
89  7      0  88448   2308 1024908   0    0 586276    0 22405 19293 1 99 0  0  0  0
82 13      0  88472   2308 1025908   0    0 670168    0 24354 17148 1 99 0  0  0  0
82 13      0  87724   2320 1025768   0    0 667480    4 23946 15959 1 99 0  0  0  0
81 16      0  88268   2320 1025092   0    0 654396    0 23480 16692 1 99 0  0  0  0
81 12      0  88608   2320 1024596   0    0 556224    0 21862 20358 1 99 0  0  0  0
92  5      0  88032   2320 1025260   0    0 474524    0 22480 33316 2 99 0  0  0  0
89  7      0  88968   2320 1024452   0    0 453196    0 20318 25083 1 99 0  0  0  0
89  6      0  88316   2316 1024048   0    0 427164   16 20649 28635 2 98 0  0  0  0
92  2      0  87708   2312 1027028   0    0 566404    0 22546 24711 1 99 0  0  0  0
86 10      0  88520   2312 1026060   0    0 498904    0 22168 30930 2 98 0  0  0  0
87  9      0  88836   2308 1025160   0    0 570344    0 23720 25939 1 99 0  0  0  0
90  6      0  87836   2308 1026496   0    0 564032    0 20947 18017 1 99 0  0  0  0
94  2      0  88680   2308 1025104   0    0 504796    0 22464 29103 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
82  9      0  88856   2308 1025232   0    0 509212    0 20209 20108 1 99 0  0  0  0
84  9      0  88080   2308 1024464   0    0 566396    0 22676 17758 1 99 0  0  0  0
94  2      0  88260   2308 1024360   0    0 613332    0 23582 15916 1 99 0  0  0  0
88  7      0  88812   2308 1024908   0    0 632032    0 23289 16818 1 99 0  0  0  0
86  7      0  87692   2308 1024596   0    0 620016    0 22904 15323 1 99 0  0  0  0
91  2      0  88380   2312 1024744   0    0 635312    4 24101 14448 1 99 0  0  0  0
82 10      0  88240   2312 1025656   0    0 669212    0 24123 19432 1 99 0  0  0  0
79 16      0  87756   2312 1025264   0    0 619100    0 24810 25945 1 99 0  0  0  0
80 15      0  86456   2312 1026532   0    0 587956    0 22962 17496 1 99 0  0  0  0
84 12      0  88044   2312 1025720   0    0 650204    0 23651 16074 1 99 0  0  0  0
85 10      0  88764   2312 1025084   0    0 637720    0 22806 14733 1 99 0  0  0  0
89  4      0  88204   2312 1023984   0    0 547896   16 21339 18119 1 99 0  0  0  0
87  8      0  88120   2312 1023632   0    0 585728    0 22764 18037 1 99 0  0  0  0
78 18      0  88260   2312 1022424   0    0 520728    0 22383 24837 1 99 0  0  0  0
90  4      0  89956   2312 1023408   0    0 550212    0 22794 27035 1 100 0 0  0  0
89  5      0  87916   2312 1024732   0    0 655080    0 23142 19690 2 98 0  0  0  0
89  5      0  87596   2312 1026508   0    0 538944    0 22586 18693 3 97 0  0  0  0
92  1      0  87440   2312 1026416   0    0 545764    0 23206 18106 0 100 0 0  0  0
91  7      0  87844   2312 1026344   0    0 539640    0 22391 13403 1 100 0 0  0  0
87  9      0  87496   2312 1026048   0    0 525408    8 23125 24301 2 98 0  0  0  0
80 14      0  87356   2312 1025816   0    0 491244    0 23677 32352 0 100 0 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
85  7      0  87820   2312 1026280   0    0 488484    0 24168 33925 1 100 0 0  0  0
92  4      0  86940   2312 1027156   0    0 496440    0 22422 25485 1 99 0  0  0  0
92  4      0  87176   2312 1026536   0    0 513744    0 21816 14410 1 99 0  0  0  0
86 10      0  87696   2312 1025868   0    0 526140    0 21845 14137 1 99 0  0  0  0
94  4      0  90000   2312 1024648   0    0 554016   32 22426 15485 1 99 0  0  0  0
85 12      0  87560   2308 1026544   0    0 509580    0 21435 17020 0 99 0  1  0  0
82 21      0  89392   2532 1024780   0    0 490660    0 22277 18566 2 98 0  0  0  0
98  0      0  87420   2324 1025192   0    0 495496    0 20968 16673 1 99 0  0  0  0
96  4      0  86796   2324 1026124   0    0 495504    0 20934 15379 1 100 0 0  0  0
91  7      0  87184   2324 1025964   0    0 525548    0 22108 14858 1 99 0  0  0  0
93  5      0  87556   2332 1023560   0    0 470968    4 21486 20794 1 99 0  0  0  0
94  5      0  87988   2332 1022716   0    0 381484    0 22249 36532 0 100 0 0  0  0
90  7      0  87016   2332 1024964   0    0 392184    0 19868 28729 0 100 0 0  0  0
93  5      0  88620   2332 1023024   0    0 450892    0 22169 31082 1 99 0  0  0  0
97  1      0  86836   2332 1026208   0    0 532928    0 22866 16580 1 100 0 0  0  0
84 10      0  87504   2332 1025820   0    0 479300   16 20738 16176 1 99 0  0  0  0
94  3      0  88440   2320 1024136   0    0 545940    0 22882 20546 1 99 0  0  0  0
89  8      0  87104   2316 1026572   0    0 523724    4 24624 25148 1 99 0  0  0  0
82 12      0  87732   2316 1025224   0    0 378660    0 19096 24769 1 99 0  0  0  0
85 11      0  87680   2316 1026208   0    0 502716    0 22147 19352 2 99 0  0  0  0
93  3      0  86968   2316 1026992   0    0 530264    4 21834 12455 1 100 0 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
94  3      0  87972   2316 1027768   0    0 575576    0 23285 12610 1 99 0  0  0  0
90  8      0  87468   2316 1028460   0    0 581204    0 23718 14378 1 99 0  0  0  0
94  4      0  87512   2316 1027160   0    0 587616   16 23373 13188 2 99 0  0  0  0
93  6      0  87400   2316 1028552   0    0 556520    0 23138 14003 1 99 0  0  0  0
80 15      0  88252   2316 1027676   0    0 535900    0 22345 13677 1 99 0  0  0  0
86  9      0  88176   2316 1027012   0    0 554796    0 21833 13648 1 99 0  0  0  0
78 16      0  88304   2316 1026980   0    0 557784    0 22563 13196 1 99 0  0  0  0
81 16      0  88876   2316 1027224   0    0 541260    0 21449 11903 1 99 0  0  0  0
75 21      0  87304   2316 1028164   0    0 529492    0 22324 11966 1 99 0  0  0  0
95  2      0  87604   2316 1024796   0    0 469584    0 20157 12884 2 98 0  0  0  0
89  4      0  87676   2316 1027544   0    0 460276    0 21266 22278 1 99 0  0  0  0
92  4      0  88176   2316 1024560   0    0 449264    0 22195 27559 1 99 0  0  0  0
91  4      0  87576   2316 1025924   0    0 454944    4 23543 28263 1 99 0  0  0  0
92  4      0  88548   2316 1027940   0    0 558220    0 23705 19368 1 99 0  0  0  0
87  9      0  87592   2316 1028212   0    0 522648    0 21560 14528 1 99 0  0  0  0
93  2      0  88168   2316 1028452   0    0 538068    0 22927 12370 1 99 0  0  0  0
92  1      0  87492   2316 1026940   0    0 566828    0 22075 12736 2 98 0  0  0  0
90  4      0  88292   2316 1027220   0    0 563976    0 23119 14881 1 99 0  0  0  0
91  3      0  87272   2324 1028580   0    0 557540   16 23161 20039 1 99 0  0  0  0
85  5      0  87952   2324 1027892   0    0 571512    0 22966 13207 1 99 0  0  0  0
84  7      0  90212   2340 1025904   0    0 544032    0 22592 14076 2 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
88  5      0  87380   2332 1028104   0    0 499520    0 21225 14379 1 98 0  0  0  0
78 15      0  87460   2332 1025924   0    0 528796    0 21660 12710 1 99 0  0  0  0
74 18      0  87388   2332 1028008   0    0 567836    0 23158 14013 1 99 0  0  0  0
71 23      0  87508   2328 1026668   0    0 571168    0 22902 12947 1 99 0  0  0  0
89  3      0  87924   2324 1026092   0    0 532552    0 22095 14887 1 99 0  0  0  0
86  3      0  87776   2324 1027396   0    0 538540    0 21559 13434 1 98 0  0  0  0
90  1      0  88024   2324 1027164   0    0 566040    0 22013 12674 1 99 0  0  0  0
84  7      0  89056   2324 1026372   0    0 540924    0 21342 12667 1 99 0  0  0  0
85  5      0  88392   2324 1025000   0    0 451948    0 21392 25574 1 98 0  0  0  0
94  0      0  88868   2324 1024996   0    0 521352    0 22432 21138 1 99 0  0  0  0
86  6      0  88216   2324 1024176   0    0 510416    0 22032 18447 2 98 0  0  0  0
80 14      0  87416   2324 1025888   0    0 532148    0 22587 16286 2 98 0  0  0  0
78 13      0  87668   2272 1027016   0    0 575204    0 22382 14620 1 99 0  0  0  0
91  2      0  87140   2272 1028712   0    0 566456    4 22545 12907 1 99 0  0  0  0
82 11      0  88356   2268 1027400   0    0 534852    0 22259 13836 2 98 0  0  0  0
92  3      0  88456   2268 1026680   0    0 537016    0 21062 11904 1 99 0  0  0  0
91  2      0  87392   2268 1026824   0    0 611048    0 23117 13672 2 98 0  0  0  0
92  1      0  86688   2268 1028016   0    0 582008    0 23222 13944 1 99 0  0  0  0
83 10      0  87008   2268 1027904   0    0 594668    0 23642 14623 1 99 0  0  0  0
90  4      0  87752   2276 1028144   0    0 546280   16 22236 17343 3 97 0  0  0  0
89  5      0  87276   2276 1026684   0    0 555956    0 21997 13883 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
91  3      0  88144   2276 1026652   0    0 546312    0 23201 12248 1 99 0  0  0  0
86  5      0  86820   2276 1028856   0    0 566780    0 22696 13513 1 99 0  0  0  0
87  5      0  86988   2312 1027616   0    0 550116    0 22617 17258 1 99 0  0  0  0
87  8      0  87976   2456 1025704   0    0 516088    4 22274 15577 2 98 0  0  0  0
92  4      0  87304   2300 1028036   0    0 543160    0 23298 15229 2 98 0  0  0  0
83 11      0  88816   2300 1027832   0    0 586288    0 22941 13798 1 99 0  0  0  0
85  9      0  87532   2300 1027680   0    0 564848    0 22500 12492 1 99 0  0  0  0
77 17      0  87268   2300 1024220   0    0 522516    0 21453 12339 1 99 0  0  0  0
75 17      0  87580   2300 1024780   0    0 547068    0 21331 13094 1 99 0  0  0  0
86  4      0  86856   2304 1026860   0    0 523668   16 21899 15194 1 99 0  0  0  0
89  3      0  86792   2304 1025372   0    0 554064    0 22190 14403 0 99 0  0  0  0
90  2      0  87576   2304 1029120   0    0 543528    0 21458 12246 1 99 0  0  0  0
81 11      0  87120   2304 1028452   0    0 546276    0 21299 12405 1 99 0  0  0  0
78 12      0  87000   2288 1029088   0    0 546844    0 22105 12518 1 99 0  1  0  0
90  3      0  88412   2288 1027080   0    0 560052    0 22053 13748 1 99 0  0  0  0
85  6      0  87488   2292 1027320   0    0 565924    0 22447 12339 1 99 0  0  0  0
81  9      0  87160   2292 1028080   0    0 584592    0 22704 13419 1 99 0  0  0  0
86  7      0  87380   2292 1027812   0    0 575248    0 22346 12566 1 99 0  0  0  0
85  5      0  88504   2292 1026520   0    0 595304    0 23048 13417 1 99 0  0  0  0
83  6      0  88068   2292 1026844   0    0 576652    0 21934 13968 2 98 0  0  0  0
83  7      0  87580   2292 1025772   0    0 585156    0 22689 11917 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
89  3      0  87672   2300 1027144   0    0 531508    4 21439 12083 1 99 0  0  0  0
84 11      0  87208   2300 1028852   0    0 531736    0 22780 18419 1 99 0  0  0  0
78 18      0  89172   2296 1027428   0    0 526724    0 22051 16639 0 100 0 0  0  0
88  3      0  87440   2296 1028400   0    0 531400    0 22585 20395 1 99 0  0  0  0
87  6      0  88076   2296 1027076   0    0 615344    0 21838 15758 1 99 0  0  0  0
88  6      0  90124   2296 1025440   0    0 597372    0 20082 12966 1 99 0  0  0  0
94  2      0  87884   2300 1026336   0    0 636484   16 23619 18866 1 99 0  0  0  0
87  8      0  88440   2300 1024316   0    0 598232    0 22678 20206 1 99 0  0  0  0
84 11      0  88220   2300 1024464   0    0 621256    0 22293 17292 1 99 0  0  0  0
90  4      0  88192   2300 1025100   0    0 559836    0 21869 21286 1 99 0  0  0  0
87  6      0  87580   2296 1026304   0    0 638520    0 22337 17477 1 99 0  0  0  0
83 10      0  88100   2296 1025932   0    0 713248    0 25780 18580 3 97 0  0  0  0
89  8      0  88288   2296 1026528   0    0 700432    0 25019 13525 1 99 0  0  0  0
92  1      0  87292   2292 1026604   0    0 763744    0 24631 15215 1 99 0  0  0  0
85 10      0  92984   2292 1028700   0    0 820476    4 25378 15585 1 99 0  0  0  0
86  5      0  90876   2276 1030668   0    0 789928    0 24781 15548 2 98 0  0  0  0
93  1      0  94636   2336 1027308   0    0 808180    0 24738 14655 2 98 0  0  0  0
86  6      0  88564   2284 1031800   0    0 840660    0 25460 16178 1 99 0  0  0  0
94  3      0  90940   2336 1031240   0    0 824344    0 25114 15552 1 99 0  0  0  0
86  8      0  88596   2320 1033232   0    0 828296   32 25002 16553 1 99 0  0  0  0
91  2      0  88228   2320 1033268   0    0 777760    0 23677 15396 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
88  9      0  89144   2320 1031064   0    0 784492    4 23896 15298 1 99 0  0  0  0
92  2      0  89128   2320 1031416   0    0 758212    0 23900 15066 2 98 0  0  0  0
78 20      0  89436   2316 1031840   0    0 791316    0 23514 16323 1 99 0  0  0  0
82 16      0  90236   2300 1031508   0    0 785756    0 25159 15593 2 98 0  0  0  0
78  4      0  90532   2340 1029348   0    0 780012    0 24988 14835 2 98 0  0  0  0
90  8      0  87760   2308 1035528   0    0 781332   28 25237 14030 2 98 0  0  0  0
99  1      0  89308   2316 1034056   0    0 844956    0 24897 15821 1 99 0  0  0  0
88 12      0  90684   2332 1034068   0    0 760228    4 23498 14635 2 98 0  0  0  0
95  4      0  87812   2332 1037744   0    0 650656    0 23868 14484 1 99 0  0  0  0
95  3      0  89484   2332 1036936   0    0 625656    0 23118 13142 1 99 0  0  0  0
89  8      0  87928   2324 1036836   0    0 661104    4 23844 14085 1 99 0  0  0  0
83 13      0  87948   2324 1037048   0    0 653612   56 23114 13770 1 99 0  0  0  0
83 13      0  87488   2312 1038144   0    0 637300    0 23052 14493 1 99 0  0  0  0
90  7      0  87976   2368 1035548   0    0 634740    8 22300 14119 2 99 0  0  0  0
94  3      0  87324   2336 1038340   0    0 649808    8 23190 13530 0 100 0 0  0  0
99  0      0  86972   2324 1038552   0    0 625240    0 24053 13334 1 99 0  0  0  0
92  7      0  88600   2328 1035916   0    0 654156    0 24489 13409 1 99 0  0  0  0
86 12      0  87256   2276 1038144   0    0 651772   64 23783 13362 1 99 0  0  0  0
93  9      0  90836   2276 1034844   0    0 656052    0 23685 12403 1 99 0  0  0  0
91 10      0  87564   2276 1037168   0    0 658828    4 23298 13272 1 99 0  0  0  0
100 4      0  87180   2324 1038580   0    0 664704    4 24415 14357 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
85  3      0  86816   2624 1038816   0    0 619504    4 24979 16699 2 98 0  0  0  0
87  1      0  88776   2328 1038096   0    0 631080    0 22928 14055 3 97 0  0  0  0
87  2      0  87000   2324 1038856   0    0 682596    4 24044 14996 1 99 0  0  0  0
