procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 498280  13188 1413576   0    0     0 11480 38505 84063 15 24 61 0 0  0
 5  0      0 494528  13188 1414504   0    0   128    24 41354 90534 17 26 57 0 0  0
 0  0      0 493044  13196 1415360   0    0     0    68 38471 83466 13 22 65 0 0  0
 8  0      0 490356  13196 1416116   0    0     0    76 40659 89804 16 25 58 0 0  0
 3  0      0 487396  13196 1416860   0    0     0     0 41865 91402 14 25 61 0 0  0
 2  0      0 486388  13204 1417576   0    0     0    56 36864 80503 15 21 63 0 0  0
 5  0      0 484904  13204 1418336   0    0     0    24 40175 88951 15 25 61 0 0  0
 4  0      0 481880  13204 1419352   0    0   104    84 42548 95142 18 28 55 0 0  0
 0  0      0 478608  13212 1420236   0    0     0    68 42097 93661 17 27 56 0 0  0
 2  0      0 477128  13212 1420924   0    0     0    24 38567 85416 15 22 63 0 0  0
 4  0      0 475896  13212 1421800   0    0     0     0 40469 89592 15 26 59 0 0  0
 0  0      0 470884  13212 1422476   0    0     0    28 38842 86498 16 25 59 0 0  0
 4  0      0 468420  13212 1423480   0    0     0     0 39719 87538 17 26 57 0 0  0
 2  0      0 465928  13220 1424156   0    0     0    64 38837 84605 15 23 63 0 0  0
 2  0      0 462680  13220 1425020   0    0     0     0 40561 89814 16 27 57 0 0  0
 0  0      0 462176  13220 1425600   0    0     0    24 38198 84494 15 22 64 0 0  0
 0  0      0 460972  13228 1426564   0    0     0    48 40089 88284 15 24 61 0 0  0
 4  0      0 460216  13236 1427128   0    0     0    96 41344 90953 16 24 59 0 0  0
 9  0      0 458480  13236 1428056   0    0     0    32 39880 88690 17 25 58 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 456476  13244 1428744   0    0     0    92 39958 85585 15 28 57 0 0  0
 0  0      0 455244  13244 1429584   0    0     0 16152 38887 87734 15 25 60 0 0  0
11  0      0 453508  13244 1430400   0    0     0    24 41563 90740 16 25 59 0 0  0
 2  0      0 453004  13244 1431044   0    0     0     0 39791 89437 15 23 62 0 0  0
 1  0      0 447488  13244 1432000   0    0     0    40 40493 89183 16 26 58 0 0  0
 9  0      0 445724  13256 1432788   0    0     0    68 40621 88144 16 26 58 0 0  0
 6  0      0 445500  13256 1433452   0    0     0    28 38987 84536 15 24 62 0 0  0
 8  0      0 445052  13264 1434440   0    0   128    48 39129 85440 15 26 60 0 0  0
10  0      0 444576  13264 1435152   0    0     0    56 40224 87417 17 25 58 0 0  0
 5  0      0 444324  13264 1435948   0    0     0     0 39415 86486 16 24 60 0 0  0
 9  0      0 442084  13264 1436768   0    0     0    52 41247 89579 15 25 60 0 0  0
 8  0      0 441860  13264 1437444   0    0     0     0 41637 90578 15 26 59 0 0  0
 9  0      0 440628  13280 1438200   0    0     0    80 40034 87365 16 26 58 0 0  0
22  0      0 440152  13280 1439008   0    0     0     8 40564 90496 16 27 57 0 0  0
 6  0      0 439648  13288 1439816   0    0     0   100 40408 88821 17 26 57 0 0  0
 0  0      0 437884  13288 1440576   0    0     0     0 36429 78627 13 24 63 0 0  0
11  0      0 437408  13288 1441212   0    0     0    28 39139 84323 16 25 59 0 0  0
 1  0      0 435924  13288 1442016   0    0     0    24 39315 86810 15 24 60 0 0  0
 5  0      0 434944  13296 1442812   0    0     0    96 42839 93182 17 27 56 0 0  0
 3  0      0 432172  13296 1443620   0    0     0     0 40429 90138 16 24 59 0 0  0
 6  0      0 430408  13304 1444488   0    0     0    84 40722 89351 15 25 60 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 429932  13304 1445188   0    0     0     0 37301 79756 14 25 61 0 0  0
 4  0      0 429456  13304 1445800   0    0     0    28 39818 86141 15 24 61 0 0  0
 2  0      0 428476  13304 1446772   0    0     0     0 41634 92915 17 27 57 0 0  0
 2  0      0 427244  13304 1447484   0    0     0    40 40132 88894 16 26 58 0 0  0
10  0      0 425480  13312 1448104   0    0     0    28 35726 78424 13 20 67 0 0  0
 3  0      0 423768  13312 1449020   0    0     0    24 41585 91626 15 28 56 0 0  0
 1  0      0 423228  13312 1449832   0    0     0 19792 40480 87790 17 28 55 0 0  0
 4  0      0 422512  13332 1450640   0    0     0   164 38175 85113 18 25 57 0 0  0
 0  0      0 420776  13332 1451440   0    0     0    32 40453 88323 21 26 53 0 0  0
 8  0      0 420272  13340 1452172   0    0     0    92 39708 86236 16 25 59 0 0  0
 8  0      0 419348  13340 1453072   0    0     0     0 39604 87344 17 28 56 0 0  0
 6  0      0 417360  13340 1453912   0    0     0  4240 39053 84219 16 23 61 0 0  0
10  0      0 416856  13340 1454780   0    0     0     0 42869 96004 16 27 56 0 0  0
10  0      0 416100  13340 1455564   0    0     0    40 40057 87360 16 25 59 0 0  0
 7  0      0 414840  13348 1456192   0    0     0    40 40925 88721 14 24 62 0 0  0
 8  0      0 414840  13348 1457416   0    0   208    28 39546 87088 16 26 58 0 0  0
 0  0      0 413636  13348 1458308   0    0     0     0 40798 91629 17 27 56 0 0  0
 9  0      0 412404  13356 1459128   0    0     0    84 42147 93394 18 28 54 0 0  0
 1  0      0 410892  13356 1459876   0    0     0     0 39713 85544 16 25 59 0 0  0
 7  0      0 405404  13356 1460824   0    0     0    24 39901 88867 17 28 55 0 0  0
 8  0      0 402940  13356 1461772   0    0     0   156 40110 90605 17 27 55 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 399188  13364 1462608   0    0     0    68 40824 89929 16 26 58 0 0  0
17  0      0 397928  13364 1463372   0    0     0    16 40726 89421 14 25 61 0 0  0
 3  0      0 395940  13372 1464100   0    0     0   100 39340 86301 15 25 60 0 0  0
 9  0      0 394708  13372 1465044   0    0     0     0 42525 93197 17 31 52 0 0  0
 8  0      0 393952  13372 1465756   0    0     0    28 40085 87762 15 25 60 0 0  0
 0  0      0 392440  13372 1466636   0    0     0     0 41496 90312 16 26 57 0 0  0
 8  0      0 390956  13380 1467576   0    0   128    88 38037 83638 17 24 60 0 0  0
 3  0      0 387456  13380 1468340   0    0     0     0 41107 90671 17 25 58 0 0  0
 5  0      0 384432  13380 1469176   0    0     0     4 41340 91727 17 27 56 0 0  0
 3  0      0 382444  13380 1470136   0    0    80    48 40212 88002 17 29 54 0 0  0
 6  0      0 378664  13380 1470972   0    0     0     4 38778 85149 17 28 56 0 0  0
 1  0      0 376424  13388 1471680   0    0     0    52 37672 82786 14 23 63 0 0  0
 8  0      0 373428  13396 1472316   0    0     0    44 41687 91155 16 26 58 0 0  0
 2  0      0 370488  13396 1473320   0    0    68    20 40199 88077 17 27 56 0 0  0
 3  0      0 368976  13396 1474112   0    0     0     4 40194 87560 16 26 58 0 0  0
 2  0      0 364972  13396 1474856   0    0     0 20600 37965 84486 16 26 58 0 0  0
 8  0      0 364720  13408 1475844   0    0     0   124 41526 90812 18 28 54 0 0  0
 6  0      0 363460  13416 1476540   0    0     0    52 41393 91435 18 29 53 0 0  0
 3  0      0 359680  13416 1477528   0    0     0    24 41728 91744 18 29 54 0 0  0
 0  0      0 357944  13416 1478436   0    0     0    28 39843 87131 16 27 57 0 0  0
12  0      0 357188  13416 1479004   0    0     0  4180 37462 82215 17 24 60 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 356180  13416 1479940   0    0     0     0 42028 91504 18 28 53 0 0  0
 6  0      0 370336  13432 1480652   0    0     0   108 41263 91152 16 25 59 0 0  0
 5  0      0 368152  13432 1481476   0    0     0     0 36111 79093 15 23 62 0 0  0
11  0      0 367436  13432 1482232   0    0     0     4 38786 83541 16 25 59 0 0  0
 7  0      0 365952  13432 1483088   0    0     0    24 40852 87238 15 24 61 0 0  0
 0  0      0 365448  13432 1483876   0    0     0    36 43932 97506 16 27 57 0 0  0
 0  0      0 364748  13440 1484588   0    0     0    56 38886 84021 14 23 63 0 0  0
13  0      0 362508  13440 1485460   0    0     0     0 42126 93480 17 27 56 0 0  0
 6  0      0 361752  13448 1486400   0    0    60    76 39853 87506 14 23 64 0 0  0
 0  0      0 359484  13448 1487032   0    0     0     0 40393 89849 16 26 58 0 0  0
 6  0      0 358980  13456 1487976   0    0     0    76 38857 85663 16 24 60 0 0  0
 3  0      0 358000  13456 1488632   0    0     0    40 40355 88430 16 24 60 0 0  0
 6  0      0 357020  13456 1489608   0    0     0    24 41144 91350 15 25 60 0 0  0
11  0      0 356068  13456 1490360   0    0     0     0 39604 89110 15 25 59 0 0  0
 0  0      0 355088  13464 1491252   0    0     0    56 39344 86064 15 24 61 0 0  0
 0  0      0 354360  13464 1491936   0    0     0    32 38796 85068 16 23 61 0 0  0
 5  0      0 353884  13464 1492872   0    0     0    48 40034 89157 17 25 58 0 0  0
12  0      0 351644  13464 1493572   0    0     0     0 40938 90602 16 27 57 0 0  0
10  0      0 350916  13472 1494584   0    0     0    92 40491 87813 16 25 59 0 0  0
 1  0      0 350692  13472 1495204   0    0     0     0 38660 86954 15 23 61 0 0  0
 0  0      0 350692  13472 1496076   0    0     0    24 40334 88253 16 25 59 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 349712  13472 1496892   0    0     0    16 40820 90523 17 26 57 0 0  0
 8  0      0 346716  13472 1497772   0    0     0    24 38780 85999 16 26 58 0 0  0
12  0      0 345960  13480 1498416   0    0     0    28 38603 83044 16 24 60 0 0  0
 3  0      0 345708  13480 1499148   0    0     0    28 38831 85635 15 26 59 0 0  0
 6  0      0 345232  13492 1499940   0    0     0 20136 42420 91707 19 30 51 0 0  0
 6  0      0 344000  13500 1500800   0    0    44    84 41063 89639 19 27 54 0 0  0
 4  0      0 432488  13500 1402988   0    0     0     0 39562 87573 16 26 58 0 0  0
 6  0      0 431732  13500 1403956   0    0     0    48 39487 87201 18 28 54 0 0  0
11  0      0 430220  13500 1404668   0    0     0     0 39121 89017 16 24 60 0 0  0
 0  0      0 429492  13508 1405516   0    0     0    92 41098 92258 17 25 58 0 0  0
13  0      0 428540  13508 1406160   0    0     0    16 38672 88519 16 25 59 0 0  0
 8  0      0 427028  13508 1407136   0    0     0    24 38798 87624 16 27 57 0 0  0
 3  0      0 426300  13508 1407776   0    0     0     0 39579 88639 15 24 61 0 0  0
 0  0      0 425796  13508 1408712   0    0     0    24 40134 87425 17 27 56 0 0  0
 3  0      0 425040  13516 1409464   0    0     0    56 39072 86535 15 24 62 0 0  0
 5  0      0 423836  13524 1410172   0    0     0    76 39595 86823 18 26 57 0 0  0
 2  0      0 423584  13524 1411000   0    0     0     0 40915 89676 16 27 57 0 0  0
 7  0      0 421624  13524 1411708   0    0     0    24 39868 87067 16 26 58 0 0  0
 4  0      0 420644  13524 1412560   0    0     0    24 42039 93711 16 24 60 0 0  0
10  0      0 419160  13532 1413312   0    0     0    84 39337 87353 15 25 60 0 0  0
 0  0      0 418180  13540 1414132   0    0     0    64 40471 88223 15 28 57 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 416668  13540 1414836   0    0     0    28 38435 82681 16 26 58 0 0  0
 6  0      0 415912  13540 1415708   0    0     0     0 40911 89451 17 25 57 0 0  0
 0  0      0 415912  13540 1416372   0    0     0    24 37909 84270 16 26 58 0 0  0
 0  0      0 414932  13540 1417348   0    0     0    32 38235 83805 16 24 60 0 0  0
 4  0      0 414460  13548 1417956   0    0     0    68 39790 87001 16 24 60 0 0  0
 8  0      0 413200  13548 1418788   0    0     0    20 42441 93300 17 27 56 0 0  0
11  0      0 412948  13556 1419648   0    0     0    48 40160 88150 16 27 58 0 0  0
 0  0      0 411968  13556 1420344   0    0     0    24 40317 89412 17 27 56 0 0  0
 8  0      0 411464  13556 1421064   0    0     0    24 40110 88800 15 24 61 0 0  0
 0  0      0 410456  13556 1421972   0    0     0 18664 38968 85628 17 29 54 0 0  0
 7  0      0 407712  13556 1422600   0    0     0    28 37871 85087 15 24 61 0 0  0
 0  0      0 407460  13564 1423500   0    0     0    56 38423 84633 15 24 61 0 0  0
 5  0      0 407460  13572 1424264   0    0     0    48 39769 88825 16 27 57 0 0  0
 1  0      0 407236  13572 1424976   0    0     0    60 39907 88192 17 25 58 0 0  0
 6  0      0 406984  13572 1425884   0    0     0    48 40309 87875 18 26 57 0 0  0
 5  0      0 405724  13580 1426512   0    0     0    64 40817 89624 16 26 58 0 0  0
 5  0      0 404464  13580 1427452   0    0     0    28 41546 92605 17 27 56 0 0  0
 2  0      0 403708  13580 1428148   0    0     0    24 38769 85766 15 27 58 0 0  0
 5  0      0 402728  13580 1429024   0    0     0    24 39798 89315 17 26 56 0 0  0
 4  0      0 399452  13580 1429868   0    0     0    16 40322 89644 17 27 56 0 0  0
 2  0      0 398472  13588 1430564   0    0     0    60 40682 90420 17 28 55 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 397968  13588 1431428   0    0     0     0 38206 82508 14 23 62 0 0  0
 9  0      0 397240  13588 1432092   0    0     0    28 41465 92124 15 25 60 0 0  0
 4  0      0 396512  13588 1432948   0    0     0    32 41441 91859 16 28 57 0 0  0
 2  0      0 396512  13588 1433668   0    0     0    24 40435 88503 16 27 56 0 0  0
11  0      0 393768  13596 1434728   0    0     0    56 41151 90571 18 27 55 0 0  0
 1  0      0 393544  13596 1435548   0    0     0    24 41174 91306 16 26 59 0 0  0
 9  0      0 393292  13604 1436280   0    0    20    52 38772 87828 17 29 54 0 0  0
 6  0      0 392564  13604 1437120   0    0     0    24 38052 81876 14 25 62 0 0  0
 2  0      0 392060  13604 1437836   0    0     0    16 40171 87902 17 27 56 0 0  0
 4  0      0 389820  13604 1438612   0    0     0    24 38674 84699 14 24 61 0 0  0
 3  0      0 389568  13604 1439272   0    0     0     0 40671 89339 15 26 59 0 0  0
11  0      0 389064  13612 1440104   0    0     0    56 40878 88000 15 25 60 0 0  0
 5  0      0 388840  13620 1440864   0    0     0    64 40499 88278 17 28 55 0 0  0
 0  0      0 388840  13620 1441664   0    0     0 12348 39595 85815 17 26 57 0 0  0
 0  0      0 387608  13620 1442420   0    0     0    24 38532 83275 16 26 57 0 0  0
 4  0      0 387132  13620 1443280   0    0     0    24 41292 89929 17 28 55 0 0  0
 4  0      0 386124  13628 1443956   0    0     0    96 40133 89289 16 26 58 0 0  0
 3  0      0 385872  13628 1444904   0    0     0    24 41184 90904 15 24 62 0 0  0
 2  0      0 385620  13628 1445480   0    0     0 11880 39910 86758 15 27 58 0 0  0
 0  0      0 384612  13628 1446404   0    0     0    24 40154 89230 16 25 59 0 0  0
 8  0      0 384108  13628 1447068   0    0     0     0 38921 85697 16 25 60 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 383380  13636 1447844   0    0     0    52 40825 89127 16 26 58 0 0  0
 1  0      0 383128  13636 1448604   0    0     0    32 39187 84464 17 25 58 0 0  0
 3  0      0 382652  13644 1449608   0    0     0    68 40382 88357 18 28 54 0 0  0
 0  0      0 380468  13644 1450292   0    0     0    24 42013 94009 16 31 53 0 0  0
 5  0      0 379964  13644 1451196   0    0     0    24 40270 89169 14 24 62 0 0  0
 0  0      0 379460  13644 1451856   0    0     0     4 39947 87330 19 25 56 0 0  0
 0  0      0 378452  13644 1452660   0    0     0    44 42215 92458 17 27 57 0 0  0
 3  0      0 378200  13652 1453500   0    0     0    48 39288 84497 14 21 64 0 0  0
 8  0      0 375680  13660 1454264   0    0     0    56 41148 90551 16 26 58 0 0  0
 1  0      0 374952  13660 1455152   0    0     0     0 39835 87310 15 24 61 0 0  0
 5  0      0 374448  13660 1456028   0    0     0    24 39476 86833 17 28 56 0 0  0
11  0      0 373216  13660 1456748   0    0     0    32 41823 90909 18 31 51 0 0  0
 6  0      0 371732  13660 1457680   0    0    80    24 38408 84006 16 25 59 0 0  0
10  0      0 368960  13668 1458280   0    0     0    32 40297 88168 16 25 59 0 0  0
 1  0      0 368736  13684 1459232   0    0     0   104 41182 88715 20 28 52 0 0  0
 7  0      0 368260  13684 1459900   0    0     0     0 38901 84504 16 26 59 0 0  0
 0  0      0 367560  13684 1460784   0    0     0    56 39709 86963 15 25 61 0 0  0
13  0      0 367336  13684 1461580   0    0     0    16 43017 95092 18 27 55 0 0  0
 0  0      0 383016  13684 1462432   0    0     0    24 38846 85112 16 27 57 0 0  0
 3  0      0 382040  13692 1463260   0    0     0    32 39252 86231 14 27 59 0 0  0
 5  0      0 380780  13700 1464000   0    0     0    48 41116 90343 18 26 56 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 380528  13700 1464788   0    0     0    32 37913 82434 16 22 62 0 0  0
 7  0      0 379588  13700 1465640   0    0     0    28 40934 93357 17 27 56 0 0  0
 3  0      0 377360  13700 1466332   0    0     0 20272 38048 84596 14 25 61 0 0  0
 6  0      0 376632  13700 1467112   0    0     0    48 41405 92022 16 29 55 0 0  0
 1  0      0 374644  13712 1468048   0    0     0    72 41063 90608 17 25 58 0 0  0
 1  0      0 374140  13720 1468668   0    0     0    72 38052 84721 15 23 62 0 0  0
 2  0      0 373636  13720 1469528   0    0     0    16 39923 88934 17 24 59 0 0  0
 0  0      0 371928  13724 1470332   0    0     0  4076 38199 85663 16 25 60 0 0  0
 8  0      0 371172  13724 1471196   0    0     0     0 37314 83940 15 26 59 0 0  0
 8  0      0 370696  13724 1471948   0    0     0    24 38179 84014 17 26 57 0 0  0
 0  0      0 370444  13732 1472772   0    0     0    64 40482 90916 16 24 60 0 0  0
 7  0      0 369716  13740 1473548   0    0     0    64 38960 86111 17 25 58 0 0  0
 0  0      0 367252  13740 1474412   0    0   128     0 38917 85739 15 24 60 0 0  0
 8  0      0 366776  13740 1475244   0    0     0    52 39149 86604 15 24 60 0 0  0
 5  0      0 366020  13740 1475908   0    0     0     0 39086 84843 17 27 57 0 0  0
11  0      0 365768  13740 1476800   0    0     0    48 36595 80776 14 21 64 0 0  0
 0  0      0 359748  13748 1477564   0    0     0    48 41275 91891 17 26 57 0 0  0
 2  0      0 358740  13756 1478404   0    0     0    48 39404 88140 15 23 61 0 0  0
 5  0      0 358292  13756 1479320   0    0     0     0 40109 89564 16 26 58 0 0  0
 4  0      0 357564  13756 1480060   0    0     0    28 40993 91765 16 25 58 0 0  0
10  0      0 357088  13756 1480860   0    0     0    32 40216 90875 17 25 59 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 355856  13756 1481888   0    0     0    24 40533 89258 19 30 51 0 0  0
 3  0      0 354372  13764 1482516   0    0     0    32 37952 85512 15 23 63 0 0  0
 5  0      0 353896  13772 1483388   0    0     0    72 39949 88399 16 26 59 0 0  0
 0  0      0 352692  13772 1484140   0    0     0     0 39947 90166 17 27 56 0 0  0
 0  0      0 352188  13772 1484996   0    0     0    52 40081 91016 17 28 55 0 0  0
 5  0      0 351460  13772 1485868   0    0     0    16 39729 88630 17 26 57 0 0  0
 2  0      0 350228  13772 1486872   0    0     0    24 41169 90599 16 28 56 0 0  0
 9  0      0 349220  13784 1487464   0    0     0 16324 39291 86836 15 24 61 0 0  0
12  0      0 347988  13784 1488460   0    0     0    24 41154 90456 16 25 60 0 0  0
 9  0      0 347764  13784 1489224   0    0     0    32 40977 90216 18 26 56 0 0  0
 5  0      0 347288  13792 1490100   0    0     0    68 39631 86046 17 26 57 0 0  0
 6  0      0 347036  13792 1490732   0    0     0     0 38089 84852 15 23 62 0 0  0
 1  0      0 344796  13792 1491548   0    0     0    28 38444 82619 14 24 62 0 0  0
12  0      0 344292  13792 1492348   0    0     0     0 40290 88625 18 28 54 0 0  0
10  0      0 344068  13800 1493068   0    0     0    80 39229 87223 16 27 57 0 0  0
 4  0      0 343844  13800 1494008   0    0     0    16 41314 91529 16 27 56 0 0  0
 5  0      0 343844  13800 1494580   0    0     0    28 38122 83733 13 21 65 0 0  0
 0  0      0 341604  13800 1495616   0    0     0  7944 40321 89411 16 26 59 0 0  0
 0  0      0 340652  13800 1496148   0    0     0    24 39455 85151 16 25 60 0 0  0
 8  0      0 339896  13808 1497088   0    0     0    60 39444 88465 17 26 57 0 0  0
 5  0      0 338664  13808 1497824   0    0     0    24 38530 84082 16 24 60 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 337908  13808 1498584   0    0     0     0 38731 85717 15 22 63 0 0  0
 2  0      0 334912  13816 1499520   0    0     0    92 40334 89659 16 27 57 0 0  0
 4  0      0 332924  13816 1500084   0    0     0     0 39350 86287 15 25 59 0 0  0
 0  0      0 331944  13816 1501000   0    0     0    64 39432 86371 17 25 57 0 0  0
 0  0      0 418092  13816 1403416   0    0     0    16 36722 81925 16 25 59 0 0  0
 9  0      0 417428  13824 1404216   0    0     0    88 39057 87290 17 26 58 0 0  0
 0  0      0 416728  13824 1404836   0    0     0     0 38452 85308 15 25 61 0 0  0
 8  0      0 416728  13824 1405696   0    0     0    24 39041 85924 15 24 60 0 0  0
10  0      0 416476  13824 1406516   0    0     0    32 40690 89190 15 25 59 0 0  0
 2  0      0 416224  13824 1407176   0    0     0    28 42269 92452 17 27 56 0 0  0
 6  0      0 415468  13832 1407972   0    0     0    20 37353 81757 15 23 62 0 0  0
 1  0      0 415020  13840 1408772   0    0     0    72 38741 85108 15 25 60 0 0  0
13  0      0 413564  13840 1409704   0    0     0     0 42333 94440 17 30 53 0 0  0
 3  0      0 413088  13840 1410360   0    0     0    28 39374 87617 16 24 59 0 0  0
 0  0      0 412388  13840 1411212   0    0     0    36 37521 82232 15 23 62 0 0  0
 1  0      0 411884  13840 1411968   0    0     0    28 40263 90277 19 28 54 0 0  0
11  0      0 410372  13848 1412904   0    0     0  9640 39820 87284 17 28 55 0 0  0
10  0      0 409112  13848 1413444   0    0     0    24 37914 82623 16 25 59 0 0  0
 0  0      0 408132  13856 1414360   0    0     0    60 38838 83098 22 29 49 0 0  0
 6  0      0 406648  13856 1415020   0    0     0    24 38564 84441 17 23 60 0 0  0
 2  0      0 406396  13856 1415852   0    0     0     0 38121 84005 14 23 63 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 404156  13856 1416416   0    0     0    52 36990 82944 13 22 64 0 0  0
 2  0      0 403176  13856 1417344   0    0     0     0 40505 92109 15 24 61 0 0  0
 1  0      0 402224  13864 1418032   0    0     0    60 38634 85432 14 22 65 0 0  0
 1  0      0 400768  13872 1418848   0    0     0    60 37623 84732 14 23 63 0 0  0
