procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 811392  10972 1421164   0    0     0    60 33431 72022 12 22 67 0 0  0
 0  0      0 802840  10972 1421576   0    0     0    16 35141 74953 12 22 66 0 0  0
10  0      0 802140  10980 1422264   0    0     0   100 34213 72927 13 20 67 0 0  0
 1  0      0 801676  10980 1423024   0    0     0     0 35393 77058 13 19 68 0 0  0
13  0      0 801424  10980 1423632   0    0     0    24 34860 76429 11 18 71 0 0  0
 1  0      0 801424  10980 1424212   0    0     0     0 35521 77249 12 19 69 0 0  0
 4  0      0 799968  10988 1424908   0    0     0    96 35180 75248 14 21 65 0 0  0
 4  0      0 799464  10988 1425280   0    0     0     0 33508 71733 12 20 68 0 0  0
 7  0      0 798960  10988 1426092   0    0    92    48 32731 71380 11 19 70 0 0  0
 0  0      0 796216  10988 1426540   0    0     0 13992 36284 79406 13 21 66 0 0  0
 0  0      0 794492  10988 1427436   0    0     0    48 34433 74034 12 21 67 0 0  0
 2  0      0 792504  10996 1427812   0    0     0    64 31969 69019 11 17 72 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 791496  10996 1428584   0    0     0    28 34877 74810 11 20 69 0 0  0
 5  0      0 790992  10996 1428904   0    0     0     0 35346 76279 12 19 69 0 0  0
 6  0      0 790488  10996 1429608   0    0     0   212 35054 75616 11 19 70 0 0  0
 8  0      0 790236  10996 1430396   0    0     0     0 32829 70314 13 19 68 0 0  0
 3  0      0 787716  11004 1430884   0    0     0    92 34552 73639 13 20 67 0 0  0
 5  0      0 787464  11020 1431544   0    0     0   104 31905 68449 11 16 73 0 0  0
 6  0      0 786736  11020 1432024   0    0     0    52 36724 78921 14 21 65 0 0  0
 0  0      0 786260  11020 1432748   0    0     0    16 33160 70406 12 18 70 0 0  0
 4  0      0 786008  11020 1433348   0    0     0    52 36322 78835 13 22 66 0 0  0
 0  0      0 783764  11020 1434020   0    0     0    16 33576 72519 11 19 70 0 0  0
 2  0      0 783764  11036 1434472   0    0     0    92 33912 73033 12 18 71 0 0  0
 9  0      0 783764  11036 1435272   0    0     0     0 34748 75116 12 20 68 0 0  0
 8  0      0 783288  11036 1435584   0    0     0    24 34166 73830 12 19 69 0 0  0
 2  0      0 783036  11036 1436484   0    0     0     0 33847 72535 11 19 70 0 0  0
 0  0      0 779256  11036 1436920   0    0     0    56 36199 76831 12 21 66 0 0  0
10  0      0 779004  11044 1437584   0    0     0    32 35377 78188 13 21 67 0 0  0
 0  0      0 777520  11052 1438264   0    0     0    64 36529 79029 13 19 69 0 0  0
 4  0      0 774748  11052 1438900   0    0     0     0 33081 71080 12 20 68 0 0  0
 5  0      0 773488  11052 1439496   0    0     0    28 34345 73765 12 19 69 0 0  0
 0  0      0 770492  11052 1440120   0    0     0    16 32026 68286 12 20 68 0 0  0
 6  0      0 769260  11060 1440628   0    0     0   100 35128 74879 12 20 68 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 768252  11060 1441208   0    0     0     0 32921 70735 12 19 69 0 0  0
 2  0      0 766992  11068 1441680   0    0     0  8312 32403 69867 11 18 71 0 0  0
 5  0      0 766236  11068 1442484   0    0     0     0 34301 75036 12 20 68 0 0  0
 0  0      0 760692  11068 1443004   0    0     0    60 36958 80780 14 21 65 0 0  0
 0  0      0 760188  11068 1443716   0    0     0     0 35030 74505 11 18 71 0 0  0
 0  0      0 757948  11068 1444224   0    0     0    24 34653 74921 13 21 66 0 0  0
 0  0      0 755680  11076 1444900   0    0     0  9952 33684 72405 11 18 70 0 0  0
 5  0      0 753160  11084 1445460   0    0     0    48 35735 76573 12 21 67 0 0  0
10  0      0 748624  11084 1445964   0    0     0    16 33444 72028 11 23 67 0 0  0
 0  0      0 746636  11084 1446788   0    0     0    28 34218 73159 13 19 68 0 0  0
14  0      0 745124  11084 1447216   0    0     0     0 33809 72122 12 19 69 0 0  0
 5  0      0 743108  11084 1447904   0    0     0     4 33053 71487 10 20 69 0 0  0
 0  0      0 740588  11100 1448540   0    0     0    68 34023 73071 12 19 69 0 0  0
 7  0      0 734792  11100 1449136   0    0     0    56 35636 76580 13 19 68 0 0  0
 2  0      0 733280  11108 1449596   0    0     0   108 33727 72880 14 21 65 0 0  0
 3  0      0 731012  11108 1450404   0    0     0    24 34437 73069 13 21 65 0 0  0
 1  0      0 726992  11116 1450884   0    0     0    60 34080 72641 13 19 68 0 0  0
11  0      0 725228  11116 1451468   0    0     0    24 34256 73324 12 22 66 0 0  0
 8  0      0 722988  11116 1452084   0    0     0    40 35966 79066 12 20 68 0 0  0
10  0      0 721980  11116 1452768   0    0     0    28 33738 72165 11 19 69 0 0  0
 5  0      0 721224  11116 1453416   0    0     4     0 34148 73666 12 21 67 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 719964  11124 1454072   0    0     0    44 34318 73601 11 18 71 0 0  0
 0  0      0 717248  11124 1454576   0    0     0     0 34884 74338 12 20 68 0 0  0
 7  0      0 715988  11132 1455368   0    0     0    80 35713 76175 14 21 66 0 0  0
 0  0      0 715008  11132 1455928   0    0     0     0 35105 74637 11 19 70 0 0  0
 7  0      0 714252  11132 1456496   0    0     0     4 36243 77923 13 20 67 0 0  0
 5  0      0 712488  11132 1457060   0    0     0    48 35330 75786 13 21 67 0 0  0
 0  0      0 710752  11132 1457752   0    0     0     4 31897 67099 12 19 69 0 0  0
 7  0      0 705208  11148 1458236   0    0     0   116 36415 79065 13 21 65 0 0  0
 0  0      0 704480  11156 1458880   0    0     0    92 35553 76758 12 21 67 0 0  0
 3  0      0 704228  11156 1459676   0    0     0    20 35679 77042 13 22 65 0 0  0
 3  0      0 704228  11156 1460208   0    0     0     4 34076 73625 10 18 72 0 0  0
 3  0      0 703500  11156 1460684   0    0     0    72 35765 76616 12 21 67 0 0  0
 1  0      0 703248  11164 1461260   0    0   100    84 35727 76839 14 20 66 0 0  0
 3  0      0 701764  11164 1462196   0    0     0    20 34577 74115 13 19 68 0 0  0
 7  0      0 701764  11164 1462484   0    0     0     4 33221 72533 12 18 70 0 0  0
 6  0      0 700496  11164 1463284   0    0     0    48 36996 79538 14 22 64 0 0  0
 0  0      0 699516  11164 1463720   0    0     0 18196 36216 79135 12 20 67 0 0  0
 4  0      0 699292  11176 1464404   0    0     0   108 33922 73841 12 22 66 0 0  0
 5  0      0 697528  11176 1465180   0    0     0     0 34595 73319 12 19 69 0 0  0
 0  0      0 696800  11184 1465676   0    0     0    48 31772 68453 12 18 70 0 0  0
 0  0      0 696296  11184 1466140   0    0     0     0 34268 73730 11 21 68 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 695820  11192 1467020   0    0     0    64 34634 73961 14 19 67 0 0  0
 5  0      0 695064  11192 1467404   0    0     0    52 35592 77033 14 21 64 0 0  0
 5  0      0 693076  11200 1468040   0    0     0   116 35783 77315 14 21 65 0 0  0
 0  0      0 692376  11200 1468600   0    0     0     0 33466 72623 13 20 68 0 0  0
 3  0      0 692124  11208 1469432   0    0     0    88 32508 70118 12 16 72 0 0  0
 0  0      0 691872  11208 1469844   0    0     0    16 36705 79253 13 25 62 0 0  0
 4  0      0 691620  11208 1470760   0    0   120    64 33548 71374 10 19 71 0 0  0
 0  0      0 690864  11208 1471516   0    0     0     0 35346 76452 12 19 69 0 0  0
 1  0      0 690612  11208 1472116   0    0    24    28 35495 75477 13 20 67 0 0  0
 6  0      0 689884  11216 1472632   0    0     0    36 36928 80117 13 20 67 0 0  0
 2  0      0 689632  11216 1473320   0    0     0    24 34742 75536 13 20 67 0 0  0
 2  0      0 689380  11224 1473828   0    0     0    56 36342 78806 13 20 67 0 0  0
 5  0      0 688400  11224 1474604   0    0     0    24 34805 75856 13 20 68 0 0  0
 9  0      0 687672  11224 1475200   0    0     0     0 34857 74140 12 19 68 0 0  0
 2  0      0 686440  11224 1475840   0    0     0    52 35233 75656 12 21 67 0 0  0
13  0      0 681232  11224 1476416   0    0     0     0 34521 74509 13 20 66 0 0  0
 2  0      0 680756  11232 1477136   0    0     0    76 34349 73552 12 21 67 0 0  0
 7  0      0 679272  11248 1477452   0    0     0   136 35042 74926 12 19 69 0 0  0
 2  0      0 679048  11248 1478184   0    0     0    28 32014 68625 11 19 70 0 0  0
 0  0      0 678572  11248 1478600   0    0     0     0 34753 73822 10 20 69 0 0  0
 6  0      0 678320  11248 1479396   0    0     0    24 32050 69189 12 17 71 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0      0 678104  11252 1479968   0    0     0  8276 35419 77842 13 19 68 0 0  0
10  0      0 676872  11268 1480716   0    0     0   116 34674 75021 12 19 68 0 0  0
 0  0      0 676396  11268 1481152   0    0     0   136 35880 77952 13 22 65 0 0  0
 1  0      0 675920  11268 1482144   0    0   188    28 35294 75942 13 21 66 0 0  0
 0  0      0 675920  11268 1482500   0    0     0    24 32231 67796 9 16 75 0  0  0
 1  0      0 675668  11268 1483136   0    0     0 10100 33206 72061 12 20 68 0 0  0
 5  0      0 674156  11288 1483756   0    0     0    92 35464 76739 12 19 68 0 0  0
 0  0      0 673904  11288 1484352   0    0     0    24 34137 75232 13 20 68 0 0  0
 5  0      0 673204  11288 1485100   0    0     0     0 33747 75544 13 18 69 0 0  0
 0  0      0 672952  11288 1485420   0    0     0    28 31395 67652 12 19 69 0 0  0
 4  0      0 672196  11288 1486324   0    0     0    32 35164 76464 15 22 63 0 0  0
 8  0      0 671720  11304 1487008   0    0     0   132 35300 78623 13 20 66 0 0  0
 3  0      0 671468  11304 1487316   0    0     0     0 35325 77715 12 19 69 0 0  0
 1  0      0 670740  11304 1488208   0    0     0    28 32423 71348 11 20 69 0 0  0
 2  0      0 669256  11304 1488504   0    0     0    24 34149 74155 12 19 70 0 0  0
 0  0      0 669004  11304 1489448   0    0     0    40 34960 76259 11 18 71 0 0  0
 0  0      0 668500  11312 1489788   0    0     0    52 32819 73545 11 18 71 0 0  0
12  0      0 667996  11320 1490628   0    0     0    48 35629 76646 13 19 68 0 0  0
 1  0      0 667492  11320 1491256   0    0     0     0 31025 67538 10 17 73 0 0  0
 0  0      0 666484  11320 1491856   0    0     0    24 33697 74663 12 19 69 0 0  0
 2  0      0 666260  11320 1492264   0    0     0    32 34120 74959 13 20 66 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 664536  11320 1493044   0    0     0    24 32585 73129 11 18 71 0 0  0
 0  0      0 664284  11328 1493480   0    0     0    32 34182 75998 12 19 68 0 0  0
 1  0      0 663808  11328 1494352   0    0    44    28 34081 74719 12 20 68 0 0  0
 6  0      0 663052  11336 1494960   0    0     0    56 33594 73567 13 19 67 0 0  0
 7  0      0 658040  11336 1495508   0    0     0    40 34518 76423 11 19 70 0 0  0
 3  0      0 655296  11344 1496196   0    0     0    96 32642 70594 12 19 69 0 0  0
 0  0      0 654820  11344 1496744   0    0     0    48 30934 67377 10 16 74 0 0  0
 0  0      0 742572  11344 1398208   0    0     0     0 35467 77727 13 21 66 0 0  0
 0  0      0 741832  11352 1399088   0    0     0    76 34842 76887 11 20 69 0 0  0
 9  0      0 741104  11352 1399384   0    0     0  1204 32683 70080 12 19 69 0 0  0
11  0      0 739848  11352 1399924   0    0     0    24 32313 70350 12 19 68 0 0  0
10  0      0 739852  11352 1400824   0    0     0     0 33710 72657 14 21 66 0 0  0
 4  0      0 739096  11352 1401180   0    0     0    28 32336 69166 12 17 71 0 0  0
 1  0      0 739228  11360 1401860   0    0     0    72 32099 69746 11 17 71 0 0  0
 5  0      0 739096  11368 1402496   0    0     0    64 33724 75068 12 20 67 0 0  0
 0  0      0 738844  11368 1402952   0    0     0     0 32596 70624 11 20 69 0 0  0
 0  0      0 738368  11368 1403792   0    0     0    28 34912 78816 13 19 68 0 0  0
 1  0      0 738144  11368 1404188   0    0     0     0 31976 69523 11 16 73 0 0  0
 5  0      0 738144  11368 1404832   0    0     0    28 35938 78629 13 20 67 0 0  0
 1  0      0 737696  11376 1405436   0    0     0    56 32612 69681 12 17 70 0 0  0
 6  0      0 736940  11392 1405976   0    0     0   140 36094 80932 15 22 63 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 736940  11392 1406596   0    0     0     0 33384 73360 13 20 68 0 0  0
14  0      0 736716  11392 1407008   0    0     0    28 32422 70948 11 18 71 0 0  0
 0  0      0 736464  11392 1407688   0    0     0    24 32382 71288 11 20 69 0 0  0
 3  0      0 736464  11400 1408524   0    0     0    64 33816 73801 13 22 65 0 0  0
 9  0      0 736464  11400 1408916   0    0     0     0 33330 73323 13 21 66 0 0  0
 0  0      0 736464  11400 1409480   0    0     0    52 34042 74801 11 20 70 0 0  0
 8  0      0 736464  11400 1410200   0    0     0     0 33616 71028 11 18 72 0 0  0
 7  0      0 736212  11400 1410552   0    0     0    24 30942 65337 11 16 73 0 0  0
17  0      0 734700  11408 1411248   0    0     0    64 34473 74881 12 20 68 0 0  0
 1  0      0 732964  11408 1411904   0    0     0    24 37829 82550 15 23 62 0 0  0
 4  0      0 732724  11408 1412288   0    0     0     0 34975 76649 13 21 66 0 0  0
 7  0      0 731756  11416 1413208   0    0     0    60 32297 69779 12 20 68 0 0  0
 1  0      0 731056  11416 1413504   0    0     0     4 31719 68254 12 18 70 0 0  0
 0  0      0 730048  11416 1414364   0    0   128    60 33290 72405 12 19 70 0 0  0
 0  0      0 728284  11424 1415084   0    0     0    80 34642 75771 12 20 68 0 0  0
 1  0      0 728284  11424 1415384   0    0     0    48 33597 74152 13 21 65 0 0  0
 0  0      0 728060  11424 1416160   0    0     0     0 31758 68230 10 18 72 0 0  0
 0  0      0 728060  11424 1416916   0    0     0    28 36292 78902 13 22 65 0 0  0
 0  0      0 727836  11424 1417212   0    0     0    32 32925 70277 13 20 67 0 0  0
 0  0      0 727584  11440 1418048   0    0     4 18176 35499 76148 12 22 66 0 0  0
 1  0      0 727332  11440 1418368   0    0     0     0 35944 77502 13 20 67 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 744336  11440 1418992   0    0     0    24 33641 71603 13 18 69 0 0  0
10  0      0 743832  11440 1419788   0    0     0     0 33563 72638 12 19 70 0 0  0
 1  0      0 742616  11440 1420284   0    0     0    68 34733 76224 15 20 65 0 0  0
 1  0      0 741608  11452 1420940   0    0     0   100 31979 70063 12 17 70 0 0  0
 0  0      0 741384  11460 1421556   0    0     0    72 32851 70349 11 18 71 0 0  0
 5  0      0 740908  11460 1421880   0    0     0     0 33425 71736 13 18 70 0 0  0
 2  0      0 740908  11460 1422808   0    0     0    24 33619 74252 14 21 66 0 0  0
 1  0      0 740656  11460 1423088   0    0     0    32 34959 75172 12 18 69 0 0  0
 0  0      0 740180  11460 1423840   0    0     0    44 33512 74435 12 17 71 0 0  0
 1  0      0 739704  11468 1424680   0    0     0    48 36103 80643 13 20 67 0 0  0
11  0      0 738696  11468 1425124   0    0     0    24 35305 76870 13 22 65 0 0  0
 1  0      0 738220  11468 1425988   0    0     0     0 33717 71756 13 19 68 0 0  0
 1  0      0 737968  11476 1426540   0    0     0    92 32723 70846 12 17 71 0 0  0
 0  0      0 736036  11476 1426956   0    0     0     0 33637 72100 12 18 71 0 0  0
 8  0      0 736036  11476 1427684   0    0     0    52 36386 77954 14 21 66 0 0  0
 3  0      0 735560  11476 1428240   0    0     0     0 31719 67769 11 18 71 0 0  0
 2  0      0 735084  11484 1428828   0    0     0    48 35976 79554 13 20 67 0 0  0
 3  0      0 734608  11484 1429532   0    0     0    32 36580 79286 14 21 65 0 0  0
 6  0      0 732872  11484 1429864   0    0     0    24 30858 65393 12 16 72 0 0  0
 9  0      0 732872  11484 1430664   0    0     0     0 35090 74763 13 20 67 0 0  0
 8  0      0 732872  11484 1431288   0    0     0    24 35292 75219 13 19 68 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 731892  11492 1431684   0    0     0    32 35895 76543 13 20 67 0 0  0
 6  0      0 727608  11500 1432480   0    0     0    96 34456 74756 12 18 70 0 0  0
 0  0      0 727132  11500 1433060   0    0     0     0 33128 72738 12 18 70 0 0  0
 5  0      0 726880  11500 1433548   0    0    72    48 34807 76142 13 19 69 0 0  0
 8  0      0 726376  11500 1434352   0    0     0     0 35071 76590 13 21 66 0 0  0
 6  0      0 726376  11500 1434828   0    0     0    28 33825 74214 12 19 69 0 0  0
 0  0      0 726376  11508 1435500   0    0     0    68 35368 76214 12 17 71 0 0  0
 1  0      0 725872  11508 1436064   0    0     0    24 34272 73457 11 18 70 0 0  0
 2  0      0 725368  11508 1436716   0    0   148 18344 34127 73500 13 19 68 0 0  0
 3  0      0 724612  11520 1437484   0    0   120    72 34864 75318 12 20 67 0 0  0
13  0      0 723632  11520 1438080   0    0     0     0 34237 73193 12 20 69 0 0  0
 1  0      0 723128  11520 1438336   0    0     0    44 31148 67033 12 18 70 0 0  0
15  0      0 720888  11520 1439244   0    0     0    24 35453 76870 13 20 67 0 0  0
 0  0      0 720384  11528 1439532   0    0     0   128 32968 71041 12 20 68 0 0  0
 0  0      0 720384  11528 1440344   0    0     0     0 33173 71187 11 17 72 0 0  0
 5  0      0 719404  11528 1441024   0    0     0    28 35193 78078 16 20 64 0 0  0
 7  0      0 718928  11528 1441480   0    0     0    60 34218 73911 12 20 68 0 0  0
 7  0      0 717416  11528 1442168   0    0     0    24 34956 76428 14 20 66 0 0  0
 6  0      0 716940  11536 1442656   0    0     0    36 32542 67939 11 18 70 0 0  0
13  0      0 716688  11544 1443076   0    0     0    56 37047 82170 13 22 65 0 0  0
13  0      0 716212  11544 1443872   0    0     0     0 31618 67044 10 17 73 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 715456  11544 1444452   0    0     0    44 33882 73366 12 20 69 0 0  0
 7  0      0 713216  11544 1445036   0    0     0    24 33916 74372 13 19 69 0 0  0
 6  0      0 713216  11544 1445576   0    0     0    24 32098 68829 10 19 71 0 0  0
 0  0      0 712712  11552 1445988   0    0     0    44 33348 71838 11 19 70 0 0  0
 8  0      0 712488  11560 1446724   0    0     0    52 35003 75432 12 21 68 0 0  0
 4  0      0 711508  11560 1447372   0    0     0    32 36273 77630 13 21 66 0 0  0
 7  0      0 711032  11560 1447668   0    0     0    24 33220 71628 12 19 70 0 0  0
15  0      0 710528  11560 1448556   0    0    84     0 34613 73315 13 19 68 0 0  0
 5  0      0 709044  11560 1449288   0    0   116    24 36588 78324 14 21 64 0 0  0
 7  0      0 708792  11568 1449820   0    0     0    32 35341 75847 14 21 66 0 0  0
 6  0      0 707588  11568 1450548   0    0     0    40 34613 75642 13 20 67 0 0  0
 1  0      0 705824  11584 1451036   0    0     0   104 33464 72177 13 19 69 0 0  0
 0  0      0 705572  11584 1451840   0    0     0 14856 35145 75954 13 22 65 0 0  0
 1  0      0 704816  11584 1452428   0    0     0    28 35500 77881 12 19 68 0 0  0
 7  0      0 704592  11584 1452772   0    0     0    32 31664 68279 11 17 72 0 0  0
 2  0      0 704116  11592 1453708   0    0     0    96 36774 80143 13 23 64 0 0  0
 6  0      0 701812  11592 1454296   0    0     0    24 33005 73257 11 19 69 0 0  0
 0  0      0 701336  11592 1454700   0    0     0  3100 36580 79415 13 22 65 0 0  0
 0  0      0 700580  11592 1455444   0    0     0    24 33081 69540 12 18 70 0 0  0
 0  0      0 699572  11592 1456152   0    0     0     0 36850 81264 12 20 67 0 0  0
 0  0      0 699320  11600 1456728   0    0     0    84 33877 72074 11 19 69 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 697584  11600 1457376   0    0     0    28 35085 77623 13 21 66 0 0  0
 0  0      0 697584  11608 1457624   0    0     0    48 31932 68389 13 17 70 0 0  0
 9  0      0 697332  11608 1458472   0    0     0    24 31940 68419 12 19 69 0 0  0
 0  0      0 696604  11608 1459180   0    0     0    24 35608 78193 14 22 65 0 0  0
 0  0      0 695848  11608 1459712   0    0     0    32 35791 77755 13 20 67 0 0  0
 9  0      0 695092  11608 1460376   0    0     0    28 35509 76051 12 19 68 0 0  0
 0  0      0 694364  11616 1460908   0    0     0    36 33275 71116 12 19 69 0 0  0
 0  0      0 693132  11624 1461464   0    0     0    52 34603 74122 12 20 68 0 0  0
 0  0      0 693132  11624 1462084   0    0     0     0 34775 75212 12 20 68 0 0  0
 5  0      0 691872  11624 1462556   0    0     0    32 32083 70087 12 20 68 0 0  0
 7  0      0 689884  11624 1463244   0    0     0    24 34254 75424 14 19 67 0 0  0
 5  0      0 689884  11624 1463836   0    0     0    24 32657 70222 13 20 66 0 0  0
11  0      0 689884  11632 1464316   0    0     0    48 33776 72293 11 19 70 0 0  0
 0  0      0 689660  11640 1465052   0    0     0    48 33772 73370 12 19 69 0 0  0
 2  0      0 689436  11640 1465580   0    0     0    32 33433 70634 14 18 67 0 0  0
 0  0      0 687672  11640 1466228   0    0     0    24 37090 79862 13 23 65 0 0  0
 2  0      0 687168  11640 1466776   0    0     0     0 32363 70143 13 18 69 0 0  0
 2  0      0 686692  11640 1467368   0    0     0    24 33215 70799 12 20 68 0 0  0
 0  0      0 686188  11648 1467916   0    0     0    32 33663 73305 11 21 69 0 0  0
10  0      0 682156  11648 1468568   0    0     0    36 32954 70577 13 19 68 0 0  0
 0  0      0 681652  11656 1469168   0    0     0    52 34208 75004 13 22 65 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 681400  11656 1469828   0    0     0    24 34317 75198 12 19 70 0 0  0
 6  0      0 680644  11656 1470404   0    0     0  8276 33363 72803 12 17 71 0 0  0
 0  0      0 680392  11656 1471008   0    0     0    28 34373 75399 13 20 68 0 0  0
10  0      0 680140  11656 1471636   0    0     0    32 36823 79115 13 22 64 0 0  0
 3  0      0 679384  11664 1472208   0    0     0    92 34027 72434 11 18 70 0 0  0
 2  0      0 678908  11664 1472772   0    0     0     0 35722 77509 13 21 66 0 0  0
 7  0      0 677928  11672 1473380   0    0     0  9612 35776 77219 13 23 64 0 0  0
 0  0      0 676668  11672 1473720   0    0     0     0 35518 76440 13 19 68 0 0  0
 0  0      0 675940  11672 1474532   0    0     0    40 31979 69083 11 20 69 0 0  0
 7  0      0 674708  11672 1475132   0    0     0    28 33596 72264 11 19 70 0 0  0
 2  0      0 674460  11672 1475812   0    0     0    24 35995 77717 14 21 66 0 0  0
 6  0      0 674208  11680 1476388   0    0     0    32 34823 75264 12 19 69 0 0  0
 5  0      0 673956  11688 1477056   0    0     0    68 36067 78260 12 19 69 0 0  0
12  0      0 673452  11688 1477672   0    0     0    32 35894 77323 13 21 66 0 0  0
10  0      0 672976  11688 1478276   0    0     0    28 35047 74951 11 20 69 0 0  0
 7  0      0 672724  11688 1478804   0    0     0     0 33382 71331 12 20 68 0 0  0
 0  0      0 672220  11688 1479488   0    0     0    24 36084 77592 13 22 65 0 0  0
 4  0      0 671268  11696 1480056   0    0     0    36 34245 74298 12 20 67 0 0  0
 3  0      0 670764  11704 1480752   0    0    48    64 33928 72649 14 20 66 0 0  0
 2  0      0 670008  11704 1481296   0    0     0     0 33369 71552 12 20 68 0 0  0
 0  0      0 669756  11704 1481944   0    0     0    48 36338 78360 13 21 66 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 669252  11704 1482608   0    0     0     0 35995 77532 13 21 65 0 0  0
 3  0      0 669000  11704 1483128   0    0     0    52 31794 67419 11 17 72 0 0  0
 6  0      0 669000  11712 1483716   0    0     0    64 34522 74161 13 21 66 0 0  0
