procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
71  9      0  88548   2352 1043340   0    0 1054448   4 37072 20249 2 98 0  0  0  0
72  5      0  88444   2516 1042608   0    0 1065408   0 39674 22422 2 98 0  0  0  0
66  6      0  93408   3448 1063152   0    0 911308 1212 38402 28336 5 95 0  0  0  0
61  5      0  90780   2584 1061232   0    0 725840  476 31760 25162 6 94 0  1  0  0
61  6      0  89148   2636 1061232   0    0 769864  356 32636 26637 5 95 0  0  0  0
69  6      0  88112   2372 1061048   0    0 976956   32 37972 21004 3 97 0  0  0  0
63  6      0  88708   2352 1057872   0    0 964932   32 37930 23163 4 96 0  0  0  0
66  2      0  89544   2328 1055312   0    0 963252   12 36656 22521 4 96 0  1  0  0
62  1      0  88760   2348 1055644   0    0 815644   24 30941 22962 3 91 0  5  0  0
63  2      0  88140   2336 1060656   0    0 995068    0 36888 22935 4 96 0  0  0  0
56  3      0  87944   2472 1058780   0    0 1011996 268 37044 25656 7 91 1  1  0  0
30  0      0  89540   2784 1101052   0    0 730012 1776 37262 33817 21 78 0 1  0  0
36  5      0  93928   2308 1033768   0    0 649756  596 34433 24604 13 87 0 1  0  0
42  0      0  87016   2320 1033284   0    0 931860    8 32751 20840 2 95 0  3  0  0
42  0      0  89624   2308 1032784   0    0 873440    8 33101 20306 1 99 0  0  0  0
45  0      0  89088   2308 1031660   0    0 898880    8 32810 21539 1 98 0  1  0  0
45  0      0  88072   2320 1031752   0    0 955780   12 35691 21048 2 98 0  0  0  0
33  7      0  88340   2324 1032288   0    0 986068  124 36480 20301 1 98 0  1  0  0
39  5      0  87608   2320 1029880   0    0 968820   12 35813 21086 2 97 0  1  0  0
40  1      0  87812   2272 1029240   0    0 940636    4 34068 21855 1 99 0  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
51  6      0  88496   2344 1030672   0    0 1003040  16 36274 22022 1 98 0  1  0  0
55  3      0  88148   2328 1033116   0    0 970024    4 35580 23909 1 98 0  1  0  0
42  3      0  87700   2344 1031516   0    0 900764    8 33422 22974 1 99 0  0  0  0
33  4      0  88592   2324 1028644   0    0 977660  224 35543 22109 2 98 0  1  0  0
 3  0      0 1602804  5068 1315556   0    0 322040 6424 27778 63242 30 51 17 2 0  0
 2  0      0 1358384  5244 1371104   0    0 55628   412 20223 24653 45 12 42 1 0  0
 0  0      0 1341500  5636 1377880   0    0  6656  1832 18711 34217 17 7 76 1  0  0
 0  0      0 1338476  5664 1379852   0    0  1864   160 5235 7956  2  1 96  0  0  0
 0  0      0 1334948  5664 1380476   0    0   624     0 4569 7512  1  1 98  0  0  0
 0  0      0 1328648  5664 1386504   0    0  6220     0 4206 5785  2  1 96  1  0  0
 0  0      0 1320836  5736 1388468   0    0  2032    64 6018 8829  2  2 96  0  0  0
 6  0      0 1305940  6292 1392824   0    0  4152  1628 10614 16827 15 6 79 1  0  0
 1  0      0 1304588  6300 1393236   0    0   136   236 4084 6392  2  1 97  0  0  0
 0  0      0 1302888  6324 1393212   0    0     0   140 4279 6272  2  1 98  0  0  0
 0  0      0 1302636  6340 1393232   0    0     0    84 3386 4525  1  1 98  0  0  0
 0  0      0 1300620  6340 1393268   0    0    76     0 4611 6330  1  1 97  0  0  0
 0  0      0 1300620  6372 1393324   0    0    68   248 4583 5967  2  1 97  0  0  0
 0  0      0 1300368  6420 1393384   0    0    48    44 3305 3871  1  1 98  0  0  0
 0  0      0 1286508  6660 1394572   0    0  1000  1648 6479 9935  3  3 94  0  0  0
 0  0      0 1286508  6668 1394644   0    0     0    60 3835 4860  2  1 97  0  0  0
 0  0      0 1286004  6668 1394908   0    0   264     0 4895 8150  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1285248  6892 1394900   0    0    20   940 7750 12879 9  3 88  0  0  0
 0  0      0 1283736  6900 1395144   0    0    28    76 4052 5039  2  1 98  0  0  0
 0  0      0 1281404  6900 1395144   0    0     0     0 3526 4746  1  1 98  0  0  0
 0  0      0 1281404  6908 1395184   0    0     0    60 3472 4566  1  1 99  0  0  0
 0  0      0 1281152  6908 1395216   0    0     0     0 4093 5716  1  1 98  0  0  0
 0  0      0 1281152  6908 1395216   0    0     0    72 3951 5414  1  1 98  0  0  0
 0  0      0 1281152  6908 1395216   0    0     0    44 3715 4705  1  1 98  0  0  0
 0  0      0 1279892  6916 1395208   0    0     8     0 3781 4530  1  1 98  0  0  0
 0  0      0 1279640  6964 1395168   0    0    48   144 3386 4285  1  1 98  0  0  0
 0  0      0 1278128  6972 1395220   0    0     0    40 4621 6855  1  1 98  0  0  0
 0  0      0 1276616  6972 1395220   0    0     0     0 4456 6079  1  1 97  0  0  0
 0  0      0 1275860  7020 1395224   0    0    48    16 3626 4766  1  1 99  0  0  0
 0  0      0 1273592  7020 1395224   0    0     0     0 3482 4210  1  1 98  0  0  0
 0  0      0 1273088  7020 1395224   0    0     0     0 3257 3723  1  0 99  0  0  0
 0  0      0 1271828  7028 1395216   0    0     0    56 4447 6213  1  2 97  0  0  0
 2  0      0 1269812  7036 1395512   0    0   352   100 4904 6943  2  1 98  0  0  0
 0  0      0 1268552  7044 1395588   0    0     0    84 4189 6033  2  1 97  0  0  0
 3  0      0 1266032  7044 1395588   0    0     0    24 3893 5207  1  1 98  0  0  0
 0  0      0 1266032  7092 1395588   0    0    48     0 3436 4495  1  1 98  0  0  0
 0  0      0 1264520  7092 1395592   0    0     0    56 4492 6795  1  1 97  0  0  0
 0  0      0 1263008  7120 1395584   0    0    36     0 4864 7484  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1262756  7156 1395624   0    0    68    96 3782 4999  1  1 99  0  0  0
 0  0      0 1259228  7156 1395640   0    0     0     0 3974 5357  1  1 98  0  0  0
 0  0      0 1257464  7208 1395736   0    0    52    24 3704 5019  1  2 97  0  0  0
 0  0      0 1257212  7208 1395932   0    0     0     0 3790 4721  1  1 98  0  0  0
 1  0      0 1257212  7216 1395940   0    0     0    76 4418 5676  1  1 98  0  0  0
 0  0      0 1255700  7264 1395940   0    0    48    92 4072 5762  1  1 98  0  0  0
 0  0      0 1253684  7284 1395920   0    0   156    24 4487 6000  1  1 97  0  0  0
 0  0      0 1253684  7284 1396076   0    0     0     0 3226 3826  1  0 99  0  0  0
 0  0      0 1252928  7300 1396072   0    0     8    44 4344 5865  2  2 96  0  0  0
 2  0      0 1251668  7300 1396112   0    0    40     0 4866 6579  2  1 97  0  0  0
 0  0      0 1250912  7444 1396136   0    0   152    64 4543 6074  2  1 98  0  0  0
 0  0      0 1247888  7464 1396124   0    0    24    12 5043 7139  2  1 97  0  0  0
 0  0      0 1247384  7472 1396144   0    0     0    72 3764 4852  1  1 98  0  0  0
 0  0      0 1244864  7472 1396144   0    0     0     0 3692 4627  1  1 98  0  0  0
 4  0      0 1244612  7472 1396144   0    0     0    36 4095 6167  1  1 98  0  0  0
 0  0      0 1243352  7520 1396096   0    0    48    52 4254 5560  1  1 98  0  0  0
 0  0      0 1241588  7588 1396156   0    0    68    44 4076 5039  1  1 98  0  0  0
 0  0      0 1241588  7608 1396136   0    0    28    32 3698 4516  1  1 98  0  0  0
 3  0      0 1240076  7608 1396164   0    0     0    28 4056 5406  2  1 97  0  0  0
 0  0      0 1238312  7608 1396164   0    0     0     0 4750 7405  1  1 98  0  0  0
 0  0      0 1237808  7672 1396168   0    0    64    32 4131 5840  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1235540  7692 1396168   0    0    28     0 3876 5447  1  1 99  0  0  0
 0  0      0 1235540  7700 1396184   0    0     0    52 3709 4948  1  1 98  0  0  0
 1  0      0 1235288  7704 1396180   0    0     4    20 4145 5466  1  1 98  0  0  0
 1  0      0 1238628  7712 1396316   0    0   128    60 4409 5940  1  1 98  0  0  0
 0  0      0 1234596  7720 1396312   0    0     0   116 4641 6474  2  1 97  0  0  0
 0  0      0 1230564  7720 1396324   0    0     0    24 4153 5441  1  1 97  0  0  0
 0  0      0 1229808  7720 1396324   0    0    72     0 3974 5513  1  1 98  0  0  0
 0  0      0 1229304  7740 1396404   0    0    28    24 4235 5951  1  1 98  0  0  0
 0  0      0 1225776  7740 1396404   0    0     0    24 5455 8980  2  2 96  0  0  0
 0  0      0 1225776  7740 1396404   0    0     0    44 4307 6436  1  1 98  0  0  0
 0  0      0 1222752  7748 1396404   0    0     0    48 4083 5427  1  1 98  0  0  0
 0  0      0 1222500  7756 1396396   0    0     0    44 3594 4583  1  1 99  0  0  0
 0  0      0 1221240  7756 1396408   0    0     0     0 4228 5545  1  1 97  0  0  0
 1  0      0 1220484  7768 1396396   0    0    12    32 3958 5283  1  1 99  0  0  0
 0  0      0 1219728  7768 1396412   0    0     0   112 4651 6181  1  1 98  0  0  0
 0  0      0 1216956  7768 1396412   0    0     0    24 4324 5926  1  1 98  0  0  0
 0  0      0 1216956  7768 1396412   0    0     0     0 4016 5713  1  1 98  0  0  0
 0  0      0 1216956  7784 1396412   0    0     0    56 4054 5326  1  1 99  0  0  0
 0  0      0 1216956  7784 1396416   0    0     0     0 5624 8590  2  2 97  0  0  0
 0  0      0 1216956  7792 1396424   0    0     0   108 4360 6174  1  1 98  0  0  0
 2  0      0 1214940  7792 1396424   0    0     0    28 3789 4994  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1214940  7792 1396424   0    0     0    24 3768 4306  1  1 98  0  0  0
 2  0      0 1214940  7792 1396428   0    0     0     0 3895 4944  1  1 98  0  0  0
 0  0      0 1214940  7792 1396428   0    0     0    60 4145 5304  1  1 98  0  0  0
 0  0      0 1214940  7800 1396420   0    0     0    80 4638 6503  1  1 98  0  0  0
 0  0      0 1213680  7808 1396428   0    0     0    44 4124 5743  1  1 98  0  0  0
 0  0      0 1213680  7808 1396508   0    0    76    24 3959 5257  1  1 98  0  0  0
 0  0      0 1213680  7808 1396508   0    0     0    28 3754 4948  1  1 98  0  0  0
 2  0      0 1213428  7808 1396632   0    0   124     0 5559 8125  2  2 96  0  0  0
 0  0      0 1213176  7808 1396632   0    0     0    40 4160 5663  1  1 98  0  0  0
 0  0      0 1212420  7808 1396632   0    0     0     0 3501 4537  1  1 98  0  0  0
 0  0      0 1212420  7816 1396624   0    0     0    60 3721 5107  1  1 98  0  0  0
 0  0      0 1211916  7816 1396632   0    0     0    24 4349 5730  1  1 97  0  0  0
 0  0      0 1327740  7824 1396696   0    0    64    52 4346 5867  1  2 97  0  0  0
 0  0      0 1429372  7832 1396704   0    0     0   112 4724 6319  2  2 97  0  0  0
 0  0      0 1443084  7832 1396708   0    0     0    48 4385 5845  1  1 98  0  0  0
 0  0      0 1456192  7832 1396708   0    0     0     0 3773 4647  1  1 98  0  0  0
 0  0      0 1455972  7832 1396708   0    0     0    28 3642 4638  1  1 99  0  0  0
 0  0      0 1455848  7832 1396708   0    0     0    16 5179 8437  2  2 96  0  0  0
 0  0      0 1455848  7848 1396692   0    0     0   104 3834 5470  1  1 98  0  0  0
 0  0      0 1453548  7848 1396756   0    0    40     0 3916 5301  1  1 98  0  0  0
 0  0      0 1453548  7848 1396756   0    0     0    24 3496 4776  1  1 98  0  0  0
