procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 554096  37016 1565264   0    0     0    88 36221 78567 16 24 60 0 0  0
 1  0      0 553340  37016 1565884   0    0     0    20 34488 76569 12 20 68 0 0  0
 7  0      0 550568  37020 1566424   0    0     0    80 33463 72867 11 18 71 0 0  0
 1  0      0 549812  37020 1567056   0    0     0 17188 33075 72310 10 17 73 0 0  0
11  0      0 547824  37020 1567664   0    0     0    52 33180 73413 13 18 70 0 0  0
 0  0      0 544056  37020 1568256   0    0    40    16 34768 75081 12 21 67 0 0  0
 0  0      0 542068  37020 1568844   0    0     0    24 33108 71528 12 20 68 0 0  0
 2  0      0 539324  37032 1569460   0    0    76    60 31790 70053 12 18 70 0 0  0
 6  0      0 537812  37032 1569996   0    0     0    36 32942 71752 11 18 71 0 0  0
 3  0      0 535292  37040 1570588   0    0     0    44 32293 71560 13 17 69 0 0  0
 2  0      0 532044  37040 1571112   0    0     0    48 34695 75764 13 20 67 0 0  0
 8  0      0 531064  37040 1571756   0    0     0     0 34193 73820 11 18 71 0 0  0
17  0      0 528824  37040 1572360   0    0     0    52 32816 72210 11 18 71 0 0  0
 4  0      0 527564  37040 1572912   0    0     0    12 32149 71779 12 18 71 0 0  0
 6  0      0 525812  37048 1573492   0    0     0    96 33180 72604 10 18 72 0 0  0
 3  0      0 523800  37048 1574008   0    0     0    56 33083 70416 12 18 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  0      0 522792  37056 1574656   0    0     0    64 35826 78517 16 25 59 0 0  0
 0  0      0 519264  37056 1575288   0    0     0     0 33344 73466 13 20 67 0 0  0
 1  0      0 518508  37056 1575756   0    0     0   208 32438 68888 11 17 72 0 0  0
 0  0      0 517752  37056 1576376   0    0     0     8 32798 74082 13 17 71 0 0  0
 5  0      0 515232  37056 1576928   0    0     0    52 32146 70221 13 18 69 0 0  0
 2  0      0 514224  37064 1577676   0    0   128    60 35654 75790 14 21 66 0 0  0
 7  0      0 510780  37064 1578280   0    0     0    48 32765 73759 13 18 69 0 0  0
 5  0      0 510024  37064 1578848   0    0     0     0 32281 71384 12 19 69 0 0  0
 0  0      0 509520  37064 1579416   0    0     0    76 31635 70007 11 17 72 0 0  0
 4  0      0 508764  37064 1580020   0    0     0    16 34537 75862 13 20 67 0 0  0
 8  0      0 507280  37064 1580628   0    0     0    28 35410 77423 15 22 64 0 0  0
 9  0      0 506020  37064 1581296   0    0     0     0 33209 73779 13 20 67 0 0  0
 4  0      0 505516  37068 1581908   0    0     0    88 33643 72971 13 20 67 0 0  0
10  0      0 504760  37068 1582452   0    0     0    32 32411 69550 11 19 70 0 0  0
 5  0      0 504760  37076 1583000   0    0     0    72 30083 65620 12 20 68 0 0  0
 8  0      0 503248  37076 1583616   0    0     0    20 31611 71081 12 19 68 0 0  0
 7  0      0 500980  37076 1584140   0    0     0    28 32082 70747 11 19 70 0 0  0
 0  0      0 500028  37076 1584856   0    0     0 17980 34899 79242 12 20 68 0 0  0
 0  0      0 498768  37076 1585396   0    0     0    28 32325 70915 10 17 73 0 0  0
 0  0      0 498040  37088 1585996   0    0     0    92 32689 71288 11 20 68 0 0  0
 0  0      0 497284  37096 1586528   0    0     0    48 31806 68410 12 18 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 494764  37096 1587236   0    0     0     0 35894 79192 15 22 64 0 0  0
 9  0      0 494036  37096 1587816   0    0     0    24 31997 70974 12 20 68 0 0  0
 1  0      0 581732  37096 1490772   0    0     0    32 33287 72690 13 21 65 0 0  0
 7  0      0 581732  37096 1491324   0    0     0    24 33073 72805 13 21 66 0 0  0
 1  0      0 581508  37104 1491940   0    0     0    60 32371 71113 12 19 69 0 0  0
12  0      0 578792  37104 1492492   0    0     0    28 34236 73046 13 20 67 0 0  0
 0  0      0 578792  37112 1493084   0    0     0    52 32041 71236 11 18 71 0 0  0
 7  0      0 578316  37112 1493656   0    0     0    40 32983 72848 12 18 70 0 0  0
10  0      0 578316  37128 1494236   0    0     0   156 31954 70642 12 17 71 0 0  0
 7  0      0 578316  37128 1494856   0    0     0    48 33478 74461 12 19 70 0 0  0
 6  0      0 577308  37128 1495468   0    0     0     0 33580 73280 12 19 70 0 0  0
 6  0      0 577056  37128 1496028   0    0     0    24 31010 68666 10 18 72 0 0  0
 1  0      0 576832  37128 1496632   0    0     0     8 33046 72559 12 19 69 0 0  0
 0  0      0 576104  37136 1497200   0    0     0    72 33633 73467 14 20 66 0 0  0
 0  0      0 575348  37136 1497852   0    0     0     0 33337 73255 12 19 69 0 0  0
10  0      0 570812  37144 1498484   0    0     0    68 34444 75818 13 19 68 0 0  0
 6  0      0 570336  37144 1499052   0    0     0    24 32490 70953 10 18 72 0 0  0
 0  0      0 569580  37144 1499672   0    0     0   116 35285 78077 11 19 70 0 0  0
 2  0      0 569328  37144 1500216   0    0     0    40 33674 73630 13 16 70 0 0  0
13  0      0 568824  37144 1500776   0    0     0    28 33982 76289 12 21 67 0 0  0
12  0      0 568096  37152 1501400   0    0     0    28 32708 71274 13 20 66 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 567844  37160 1502004   0    0    72    48 32244 71408 13 20 67 0 0  0
 0  0      0 567340  37160 1502564   0    0     0     8 31207 68067 12 18 70 0 0  0
 0  0      0 567340  37168 1503060   0    0     0    84 31416 67400 14 20 66 0 0  0
 1  0      0 566612  37168 1503684   0    0     0    24 37233 80838 13 22 65 0 0  0
 0  0      0 566612  37168 1504224   0    0     0    24 33171 72067 11 17 72 0 0  0
 0  0      0 565884  37168 1504872   0    0     0    24 35568 79113 13 21 65 0 0  0
 0  0      0 565408  37168 1505360   0    0     0    28 31217 66874 11 17 72 0 0  0
 4  0      0 565156  37172 1506024   0    0     0    72 34110 76786 12 20 68 0 0  0
 9  0      0 564904  37176 1506592   0    0     0    48 33815 73340 13 20 67 0 0  0
 1  0      0 563644  37176 1507248   0    0     0     0 34955 76277 14 22 64 0 0  0
 9  0      0 563140  37176 1507840   0    0     0    24 30726 66516 13 20 67 0 0  0
 0  0      0 563140  37176 1508432   0    0     0    32 33954 74717 13 20 68 0 0  0
 6  0      0 563140  37176 1509012   0    0     0    28 32284 71483 13 20 67 0 0  0
 0  0      0 563140  37184 1509712   0    0     0    32 35227 78861 13 20 67 0 0  0
 1  0      0 562132  37184 1510244   0    0     0    24 32829 72379 12 18 70 0 0  0
 8  0      0 560116  37184 1510832   0    0     0     0 34510 74322 12 20 68 0 0  0
 5  0      0 560116  37192 1511416   0    0     0 20636 33451 73033 14 23 64 0 0  0
 2  0      0 558884  37200 1512064   0    0     0    84 32727 70147 13 20 67 0 0  0
 6  0      0 558156  37200 1512668   0    0     0    76 34095 75703 14 20 67 0 0  0
 1  0      0 557932  37200 1513260   0    0     0     0 33605 72670 14 21 65 0 0  0
 0  0      0 557932  37200 1513744   0    0     0    28 31919 68308 12 18 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 557456  37200 1514312   0    0     0    32 32442 69238 13 20 67 0 0  0
10  0      0 555944  37208 1514836   0    0     0    84 32888 69880 14 19 68 0 0  0
 0  0      0 555440  37208 1515448   0    0     0     0 33149 71718 13 20 67 0 0  0
 6  0      0 552668  37212 1516040   0    0     0    52 35361 77486 13 20 67 0 0  0
 6  0      0 551940  37212 1516584   0    0     0     0 31483 68971 10 17 72 0 0  0
 3  0      0 550932  37212 1517220   0    0     0    52 34206 73558 13 18 69 0 0  0
 5  0      0 548188  37212 1517740   0    0     0    16 33333 70908 13 18 69 0 0  0
 3  0      0 547684  37220 1518276   0    0     0    88 31902 68999 14 18 69 0 0  0
 7  0      0 545668  37220 1518944   0    0     0     0 35498 77391 13 22 65 0 0  0
 4  0      0 545164  37220 1519504   0    0     0    24 35939 78250 13 21 66 0 0  0
 0  0      0 544940  37220 1520160   0    0     0     8 35227 76699 13 21 67 0 0  0
 0  0      0 544688  37228 1520768   0    0     0   136 33496 74589 13 20 66 0 0  0
 1  0      0 544688  37228 1521312   0    0     0    20 33970 73842 12 19 69 0 0  0
 5  0      0 543176  37228 1521924   0    0     0    28 33899 73963 13 21 67 0 0  0
 8  0      0 542952  37228 1522488   0    0     0     0 34415 74264 12 21 67 0 0  0
 8  0      0 542224  37228 1523168   0    0   108    48 33532 71254 13 19 67 0 0  0
 4  0      0 541972  37236 1523736   0    0     0    48 32696 71178 13 20 67 0 0  0
 3  0      0 541720  37244 1524236   0    0     0    52 32201 68538 12 18 71 0 0  0
 0  0      0 539732  37244 1524896   0    0     0     0 36811 79801 14 23 64 0 0  0
 2  0      0 539728  37244 1525484   0    0     0    24 33383 71118 14 23 62 0 0  0
 4  0      0 539000  37244 1525996   0    0     0    32 32078 68400 13 21 66 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 539000  37244 1526616   0    0     0    24 33454 72548 14 21 64 0 0  0
 4  0      0 538748  37252 1527188   0    0     0    32 35824 77199 16 22 63 0 0  0
 1  0      0 537264  37252 1527780   0    0     0    24 32304 69791 12 19 70 0 0  0
 0  0      0 537264  37252 1528460   0    0     0     0 34722 77171 13 20 66 0 0  0
 5  0      0 536760  37260 1529128   0    0   124    80 32510 70737 11 17 72 0 0  0
 7  0      0 535248  37268 1529728   0    0     0 17928 33807 72806 12 20 69 0 0  0
 0  0      0 532000  37268 1530288   0    0     0    76 34120 73020 13 20 67 0 0  0
 3  0      0 530516  37268 1530980   0    0     0     0 36371 76570 14 21 65 0 0  0
 0  0      0 529284  37268 1531620   0    0     0    24 35301 77331 12 21 67 0 0  0
 2  0      0 529032  37272 1532188   0    0     0    56 33791 71926 10 19 70 0 0  0
 5  0      0 528024  37272 1532796   0    0    24    32 35319 76214 13 18 69 0 0  0
 0  0      0 527520  37272 1533408   0    0     0     0 36114 78529 13 21 66 0 0  0
 9  0      0 523488  37272 1534024   0    0     0    44 34822 75256 13 21 66 0 0  0
 0  0      0 523488  37272 1534656   0    0     0     0 33753 73019 12 20 68 0 0  0
 0  0      0 521472  37276 1535268   0    0     0    92 33636 74283 13 19 69 0 0  0
10  0      0 521220  37276 1535808   0    0     0    28 33539 73085 12 19 68 0 0  0
 6  0      0 520968  37284 1536408   0    0     0    80 32688 72906 13 19 68 0 0  0
 3  0      0 519232  37284 1536992   0    0     0    20 33832 75409 13 21 66 0 0  0
 2  0      0 518476  37284 1537684   0    0    60    28 32757 72124 12 18 70 0 0  0
 8  0      0 517748  37284 1538180   0    0     0    32 32819 71344 12 17 70 0 0  0
 2  0      0 517748  37292 1538712   0    0     0   116 32994 72973 13 17 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 517748  37292 1539404   0    0     0    24 35063 79250 13 20 67 0 0  0
10  0      0 516768  37292 1540064   0    0     0    24 37436 81663 13 22 65 0 0  0
 0  0      0 515312  37292 1540644   0    0     0     0 33597 71662 11 18 71 0 0  0
 0  0      0 515060  37292 1541256   0    0     0    24 33826 74251 12 19 68 0 0  0
 0  0      0 514360  37296 1541860   0    0     0    68 33663 73916 13 19 68 0 0  0
 0  0      0 513352  37296 1542516   0    0     0    24 34316 75790 13 20 67 0 0  0
 6  0      0 510580  37296 1543056   0    0     0    24 33083 73590 11 18 71 0 0  0
 0  0      0 510580  37296 1543688   0    0     0    24 32890 73671 13 17 70 0 0  0
 0  0      0 510076  37296 1544300   0    0     0    32 32748 73250 12 18 71 0 0  0
 9  0      0 510076  37308 1544868   0    0     0    96 33098 71451 13 18 69 0 0  0
 0  0      0 509600  37308 1545516   0    0     0 15484 34207 76341 13 20 67 0 0  0
 7  0      0 507584  37308 1546152   0    0     0    24 32833 73502 13 19 68 0 0  0
 0  0      0 507108  37308 1546800   0    0     0     0 33198 74028 13 18 69 0 0  0
 3  0      0 504868  37308 1547356   0    0     0    24 30463 66965 11 19 70 0 0  0
 0  0      0 504868  37324 1547948   0    0     0   144 33890 74795 13 21 65 0 0  0
 5  0      0 504392  37324 1548464   0    0     0  3120 33146 71192 13 21 66 0 0  0
 2  0      0 501624  37324 1548964   0    0     0    24 33553 72049 11 18 71 0 0  0
 0  0      0 501372  37324 1549660   0    0     0    28 33315 73427 14 22 63 0 0  0
14  0      0 501372  37324 1550156   0    0     0    32 32118 70231 11 18 71 0 0  0
 0  0      0 501120  37332 1550808   0    0     0    64 35689 78433 16 25 59 0 0  0
 0  0      0 500644  37332 1551356   0    0     0     0 32353 71220 14 21 65 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 515156  37332 1551960   0    0     0    24 34803 78019 13 20 67 0 0  0
 7  0      0 513896  37332 1552560   0    0     0     0 32809 72258 11 18 70 0 0  0
 0  0      0 512888  37332 1553100   0    0     0    24 33285 74110 12 19 69 0 0  0
 0  0      0 512384  37340 1553744   0    0     0    80 33664 75198 13 21 65 0 0  0
 7  0      0 511404  37340 1554332   0    0     0    24 34094 76881 14 22 64 0 0  0
 9  0      0 509416  37348 1555012   0    0     0    52 35063 76243 14 21 65 0 0  0
 0  0      0 509176  37348 1555556   0    0     0    24 32659 71376 12 17 71 0 0  0
 1  0      0 508448  37348 1556140   0    0     0    32 35022 76582 12 19 69 0 0  0
 5  0      0 508448  37348 1556772   0    0     0    28 34000 75268 14 22 63 0 0  0
 5  0      0 508196  37348 1557340   0    0     0     0 31927 70229 11 15 74 0 0  0
 6  0      0 505676  37356 1557940   0    0     0    56 33039 73269 14 18 68 0 0  0
 4  0      0 505424  37356 1558636   0    0     0     0 35196 78085 13 20 67 0 0  0
 3  0      0 503912  37364 1559112   0    0     0    48 32845 71049 11 18 71 0 0  0
 0  0      0 502932  37364 1559756   0    0     0    40 34629 76054 12 18 70 0 0  0
15  0      0 501924  37364 1560440   0    0     0 12216 34846 76848 14 24 62 0 0  0
 8  0      0 499684  37364 1560972   0    0     0    28 31085 67293 13 20 67 0 0  0
 0  0      0 499460  37364 1561576   0    0     0    24 32788 70592 13 19 69 0 0  0
 0  0      0 498956  37372 1562248   0    0     0    96 33207 73912 14 20 66 0 0  0
 6  0      0 498732  37380 1562908   0    0     0    56 34637 73752 16 22 63 0 0  0
 0  0      0 498732  37380 1563552   0    0     0     0 33649 73523 15 21 64 0 0  0
 0  0      0 498480  37380 1564068   0    0     0    24 32034 71795 12 18 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 498232  37380 1564712   0    0     0     0 35078 76580 12 18 70 0 0  0
12  0      0 497476  37380 1565280   0    0     0    28 33422 74339 13 18 69 0 0  0
 1  0      0 497252  37388 1565928   0    0     0    52 35766 79149 14 22 64 0 0  0
 4  0      0 497252  37392 1566452   0    0     0    76 31931 69749 12 17 71 0 0  0
 5  0      0 495488  37392 1567064   0    0     0     0 31977 70755 12 18 70 0 0  0
 0  0      0 495012  37392 1567620   0    0     0    52 33634 73419 12 17 71 0 0  0
 7  0      0 494536  37392 1568208   0    0     0    32 35090 75254 13 21 67 0 0  0
10  0      0 494032  37392 1568804   0    0     0    24 34498 75118 13 21 66 0 0  0
 0  0      0 493780  37400 1569436   0    0     0    28 33369 72056 12 18 70 0 0  0
 0  0      0 505900  37408 1570016   0    0     0    84 36187 78160 13 19 68 0 0  0
 0  0      0 505676  37408 1570512   0    0     0     0 34956 73304 11 19 71 0 0  0
 0  0      0 505172  37408 1571184   0    0     0    24 35799 75808 12 19 69 0 0  0
 6  0      0 504916  37408 1571712   0    0     0    16 34179 72852 11 21 68 0 0  0
 0  0      0 504664  37408 1572288   0    0     0    48 34951 73747 12 22 66 0 0  0
11  0      0 502676  37416 1572856   0    0     0 12168 32406 71375 12 21 66 0 0  0
 4  0      0 502424  37424 1573476   0    0     0    80 34990 75092 15 23 61 0 0  0
10  0      0 500968  37424 1574096   0    0     0    32 34105 73941 14 22 64 0 0  0
 3  0      0 500212  37424 1574724   0    0     0    24 35046 74606 15 24 61 0 0  0
 1  0      0 499960  37424 1575296   0    0     0     0 33834 72108 13 22 65 0 0  0
 8  0      0 499232  37424 1575892   0    0     0    24 34078 74542 13 20 67 0 0  0
 8  0      0 499008  37432 1576468   0    0     0    32 34735 76240 12 21 67 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 498784  37432 1577060   0    0     0    24 34869 76673 12 19 69 0 0  0
 1  0      0 498532  37432 1577596   0    0     0    16 32189 67494 11 18 70 0 0  0
 0  0      0 498028  37440 1578200   0    0     0    88 35563 78477 14 21 65 0 0  0
 0  0      0 496012  37440 1578836   0    0     0    24 33811 73451 13 22 65 0 0  0
 0  0      0 496012  37440 1579416   0    0     0    52 33613 72478 12 20 68 0 0  0
 9  0      0 495760  37444 1579932   0    0     0    60 32662 69107 13 22 64 0 0  0
 6  0      0 494780  37444 1580620   0    0     0    24 35597 77265 15 25 60 0 0  0
 8  0      0 494780  37444 1581216   0    0     0     0 33733 71014 12 20 69 0 0  0
 0  0      0 493520  37444 1581828   0    0     0    28 35258 77273 13 22 65 0 0  0
 5  0      0 493016  37444 1582412   0    0     0     0 33568 73023 12 18 70 0 0  0
10  0      0 491532  37452 1582908   0    0     0    56 35637 75721 14 21 65 0 0  0
 0  0      0 491028  37452 1583520   0    0     0    16 33732 73480 13 21 66 0 0  0
 0  0      0 490524  37460 1584200   0    0     0    68 32722 69595 15 20 64 0 0  0
 2  0      0 487248  37460 1584760   0    0     0     0 33273 71245 13 23 64 0 0  0
 5  0      0 487248  37460 1585288   0    0     0    32 34651 73518 14 22 65 0 0  0
 4  0      0 486744  37460 1585884   0    0     0    32 33457 73733 12 20 68 0 0  0
 5  0      0 486240  37460 1586468   0    0     0    24 34829 74880 13 19 68 0 0  0
 7  0      0 486240  37468 1587116   0    0     0    28 34594 73915 14 19 67 0 0  0
 5  0      0 484224  37480 1587700   0    0     0 12436 34741 76976 12 19 68 0 0  0
 7  0      0 483496  37480 1588312   0    0     0     0 35606 77011 11 20 69 0 0  0
 1  0      0 482768  37480 1588868   0    0     0     4 32382 69284 10 15 75 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 574900  37480 1491812   0    0     0    36 37028 80480 14 21 66 0 0  0
 0  0      0 574144  37480 1492500   0    0    32     4 33170 71657 11 18 70 0 0  0
 0  0      0 573388  37488 1493100   0    0     0   104 33524 72100 12 21 67 0 0  0
 7  0      0 573388  37488 1493656   0    0     0    24 35676 76989 12 20 68 0 0  0
 2  0      0 573388  37496 1494236   0    0     0    84 33702 72385 11 18 71 0 0  0
 1  0      0 572884  37496 1494776   0    0     0    28 34945 75513 12 17 70 0 0  0
 1  0      0 572884  37496 1495392   0    0     0     0 36282 79508 12 21 66 0 0  0
 5  0      0 572380  37496 1496020   0    0     0    24 32370 69930 11 17 72 0 0  0
 0  0      0 572128  37496 1496556   0    0     0     0 34726 72981 12 19 69 0 0  0
 0  0      0 570648  37504 1497104   0    0     0    48 31831 68288 11 17 72 0 0  0
 1  0      0 570648  37504 1497652   0    0     0    16 33961 75153 11 17 72 0 0  0
 0  0      0 570144  37512 1498420   0    0   128    48 35389 77047 13 20 66 0 0  0
 0  0      0 569640  37512 1499136   0    0     0    60 35638 79493 14 19 67 0 0  0
 1  0      0 569416  37512 1499624   0    0     0     4 31118 67463 11 17 71 0 0  0
 0  0      0 569192  37520 1500192   0    0     0   104 32479 70438 11 16 73 0 0  0
 0  0      0 568968  37520 1500812   0    0     0     4 33092 70844 12 19 69 0 0  0
 0  0      0 568968  37520 1501440   0    0     0    48 38363 84255 13 20 67 0 0  0
 3  0      0 568744  37520 1502020   0    0     0     4 30844 66970 10 16 73 0 0  0
 0  0      0 568016  37520 1502608   0    0     0    20 33338 72426 11 18 71 0 0  0
 5  0      0 567764  37536 1503168   0    0     0    52 34191 74674 10 15 75 0 0  0
19  0      0 567260  37536 1503776   0    0     0    36 36710 78461 12 18 70 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 565776  37536 1504452   0    0     0     4 35600 77968 10 17 73 0 0  0
 2  0      0 564768  37536 1504972   0    0     0    48 32004 70097 9 15 76 0  0  0
 0  0      0 564292  37536 1505572   0    0     0 13804 33656 75434 12 18 71 0 0  0
 2  0      0 564040  37544 1506128   0    0     0   140 32350 72386 10 17 73 0 0  0
 1  0      0 562836  37544 1506796   0    0     0     4 35218 76218 12 20 68 0 0  0
13  0      0 562836  37544 1507300   0    0     0    24 34913 77231 15 20 66 0 0  0
 3  0      0 559336  37544 1507924   0    0     0     0 31961 71566 13 19 68 0 0  0
 3  0      0 559336  37544 1508544   0    0     0    24 35880 78597 14 20 65 0 0  0
 3  0      0 558328  37548 1509176   0    0     0    32 34014 75250 12 19 70 0 0  0
 1  0      0 558328  37548 1509736   0    0     0    32 32117 69577 12 17 71 0 0  0
 6  0      0 558328  37548 1510284   0    0     0     0 33392 71317 13 18 69 0 0  0
 5  0      0 556564  37556 1510904   0    0     0    88 36804 81578 13 19 68 0 0  0
 0  0      0 556340  37556 1511556   0    0     0     0 33131 73109 14 17 70 0 0  0
12  0      0 556340  37556 1512144   0    0     0    64 33303 74029 11 17 72 0 0  0
 3  0      0 556088  37556 1512660   0    0     0     0 33737 74144 12 17 71 0 0  0
 1  0      0 555836  37556 1513348   0    0     0    24 33632 75381 12 18 70 0 0  0
 5  0      0 552812  37560 1513892   0    0     0    48 33178 73217 10 18 72 0 0  0
 4  0      0 552812  37564 1514584   0    0     0    48 36046 78686 14 20 66 0 0  0
 0  0      0 552588  37564 1515148   0    0     0     0 33380 74072 10 17 73 0 0  0
 1  0      0 552336  37564 1515720   0    0     0    44 32050 70712 12 15 73 0 0  0
 4  0      0 552336  37564 1516256   0    0     0     0 34747 73378 10 17 72 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 550376  37564 1516816   0    0     0    48 36773 80722 11 19 70 0 0  0
 0  0      0 550376  37572 1517508   0    0     0    36 33761 73752 12 17 71 0 0  0
 0  0      0 550376  37580 1518092   0    0     0    80 32887 74615 10 17 72 0 0  0
 4  0      0 549368  37580 1518660   0    0     0    28 35279 76923 13 19 68 0 0  0
